문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
1520,Gold III,내리막 길,90095,23443,17087,28.336%,https://www.acmicpc.net/problem/1520
13460,Gold I,구슬 탈출 2,96610,29504,16978,28.167%,https://www.acmicpc.net/problem/13460
2573,Gold IV,빙산,84286,24451,16308,26.414%,https://www.acmicpc.net/problem/2573
1967,Gold IV,트리의 지름,52481,21064,15977,40.734%,https://www.acmicpc.net/problem/1967
1167,Gold II,트리의 지름,61693,20735,15139,33.786%,https://www.acmicpc.net/problem/1167
1926,Silver I,그림,49036,21778,14934,42.933%,https://www.acmicpc.net/problem/1926
5014,Silver I,스타트링크,57943,19521,14912,33.827%,https://www.acmicpc.net/problem/5014
17070,Gold V,파이프 옮기기 1,45065,21498,14768,46.292%,https://www.acmicpc.net/problem/17070
1068,Gold V,트리,65000,19504,14636,29.323%,https://www.acmicpc.net/problem/1068
9019,Gold IV,DSLR,87570,21497,14116,20.879%,https://www.acmicpc.net/problem/9019
1976,Gold IV,여행 가자,49382,19158,14011,37.167%,https://www.acmicpc.net/problem/1976
3055,Gold IV,탈출,56226,19990,13670,33.581%,https://www.acmicpc.net/problem/3055
5639,Gold IV,이진 검색 트리,48948,19173,13484,37.779%,https://www.acmicpc.net/problem/5639
2636,Gold IV,치즈,32847,18571,13299,55.433%,https://www.acmicpc.net/problem/2636
1261,Gold IV,알고스팟,43222,18938,13114,42.908%,https://www.acmicpc.net/problem/1261
2589,Gold V,보물섬,47903,18029,12959,38.090%,https://www.acmicpc.net/problem/2589
16928,Gold V,뱀과 사다리 게임,45970,16810,12840,33.704%,https://www.acmicpc.net/problem/16928
18352,Silver II,특정 거리의 도시 찾기,59223,19754,12640,31.432%,https://www.acmicpc.net/problem/18352
1043,Gold IV,거짓말,36001,16149,12512,45.242%,https://www.acmicpc.net/problem/1043
9466,Gold III,텀 프로젝트,72452,18498,12493,24.062%,https://www.acmicpc.net/problem/9466
13913,Gold IV,숨바꼭질 4,51728,17380,12178,30.957%,https://www.acmicpc.net/problem/13913
12851,Gold IV,숨바꼭질 2,62013,17536,12177,25.767%,https://www.acmicpc.net/problem/12851
12852,Silver I,1로 만들기 2,32476,15258,12044,46.994%,https://www.acmicpc.net/problem/12852
4485,Gold IV,녹색 옷 입은 애가 젤다지?,32624,17530,11803,51.090%,https://www.acmicpc.net/problem/4485
2146,Gold III,다리 만들기,46693,17779,11142,34.730%,https://www.acmicpc.net/problem/2146
9205,Gold V,맥주 마시면서 걸어가기,36097,15021,10991,40.028%,https://www.acmicpc.net/problem/9205
2638,Gold III,치즈,31198,14689,10964,45.909%,https://www.acmicpc.net/problem/2638
14940,Silver I,쉬운 최단거리,33902,13526,10891,37.433%,https://www.acmicpc.net/problem/14940
1937,Gold III,욕심쟁이 판다,47393,15580,10365,30.097%,https://www.acmicpc.net/problem/1937
1325,Silver I,효율적인 해킹,100708,15053,10142,18.831%,https://www.acmicpc.net/problem/1325
1600,Gold III,말이 되고픈 원숭이,66051,15980,10076,21.368%,https://www.acmicpc.net/problem/1600
4179,Gold III,불!,67615,15217,10049,20.690%,https://www.acmicpc.net/problem/4179
10451,Silver III,순열 사이클,21056,13250,9618,62.813%,https://www.acmicpc.net/problem/10451
24479,Silver II,알고리즘 수업 - 깊이 우선 탐색 1,47553,11777,8768,23.654%,https://www.acmicpc.net/problem/24479
1743,Silver I,음식물 피하기,22542,10823,8545,48.001%,https://www.acmicpc.net/problem/1743
5427,Gold IV,불,46318,12664,8538,25.143%,https://www.acmicpc.net/problem/5427
17135,Gold III,캐슬 디펜스,36764,13841,8464,33.383%,https://www.acmicpc.net/problem/17135
17471,Gold III,게리맨더링,30273,13320,8349,40.479%,https://www.acmicpc.net/problem/17471
17142,Gold III,연구소 3,48517,13558,8243,26.126%,https://www.acmicpc.net/problem/17142
11559,Gold IV,Puyo Puyo,26718,11078,8063,39.682%,https://www.acmicpc.net/problem/11559
5567,Silver II,결혼식,21515,9714,7893,44.808%,https://www.acmicpc.net/problem/5567
2458,Gold IV,키 순서,19056,10397,7651,54.205%,https://www.acmicpc.net/problem/2458
14226,Gold IV,이모티콘,28949,10964,7321,34.427%,https://www.acmicpc.net/problem/14226
2668,Gold V,숫자고르기,21138,9465,7307,45.563%,https://www.acmicpc.net/problem/2668
6593,Gold V,상범 빌딩,23277,9176,7252,38.816%,https://www.acmicpc.net/problem/6593
3109,Gold II,빵집,30188,10979,7138,31.826%,https://www.acmicpc.net/problem/3109
2251,Gold V,물통,18246,9492,7082,52.630%,https://www.acmicpc.net/problem/2251
17472,Gold I,다리 만들기 2,30048,11136,7074,33.448%,https://www.acmicpc.net/problem/17472
24444,Silver II,알고리즘 수업 - 너비 우선 탐색 1,19034,8593,7031,46.022%,https://www.acmicpc.net/problem/24444
1963,Gold IV,소수 경로,15928,9542,6853,60.347%,https://www.acmicpc.net/problem/1963
11060,Silver II,점프 점프,23249,8693,6852,36.608%,https://www.acmicpc.net/problem/11060
1939,Gold III,중량제한,39374,10930,6729,25.915%,https://www.acmicpc.net/problem/1939
21736,Silver II,헌내기는 친구가 필요해,13432,8004,6707,60.007%,https://www.acmicpc.net/problem/21736
24480,Silver II,알고리즘 수업 - 깊이 우선 탐색 2,14519,7547,6601,53.877%,https://www.acmicpc.net/problem/24480
14442,Gold III,벽 부수고 이동하기 2,33251,9267,6254,27.056%,https://www.acmicpc.net/problem/14442
1303,Silver I,전쟁 - 전투,19365,7659,6128,38.594%,https://www.acmicpc.net/problem/1303
2210,Silver II,숫자판 점프,10414,7652,6123,74.498%,https://www.acmicpc.net/problem/2210
18405,Gold V,경쟁적 전염,28923,9251,6042,29.673%,https://www.acmicpc.net/problem/18405
3184,Silver I,양,11706,7338,5821,63.841%,https://www.acmicpc.net/problem/3184
15681,Gold V,트리와 쿼리,15918,7557,5708,45.345%,https://www.acmicpc.net/problem/15681
24445,Silver II,알고리즘 수업 - 너비 우선 탐색 2,9381,6263,5690,69.098%,https://www.acmicpc.net/problem/24445
2665,Gold IV,미로만들기,14782,7457,5619,57.578%,https://www.acmicpc.net/problem/2665
2660,Gold V,회장뽑기,12518,6963,5604,56.259%,https://www.acmicpc.net/problem/2660
1194,Gold I,"달이 차오른다, 가자.",18832,7900,5377,38.916%,https://www.acmicpc.net/problem/1194
1941,Gold III,소문난 칠공주,15174,8182,5305,51.857%,https://www.acmicpc.net/problem/1941
16946,Gold II,벽 부수고 이동하기 4,26349,7558,5291,25.424%,https://www.acmicpc.net/problem/16946
1525,Gold II,퍼즐,18523,8159,5124,42.544%,https://www.acmicpc.net/problem/1525
3197,Platinum V,백조의 호수,39510,8110,5061,19.327%,https://www.acmicpc.net/problem/3197
3584,Gold IV,가장 가까운 공통 조상,12871,6717,5044,52.188%,https://www.acmicpc.net/problem/3584
1058,Silver II,친구,12835,6019,5023,48.266%,https://www.acmicpc.net/problem/1058
19238,Gold II,스타트 택시,34154,8120,4916,21.382%,https://www.acmicpc.net/problem/19238
10159,Gold IV,저울,9368,6133,4901,67.815%,https://www.acmicpc.net/problem/10159
4803,Gold IV,트리,19969,6929,4813,32.617%,https://www.acmicpc.net/problem/4803
1388,Silver IV,바닥 장식,8975,5899,4790,68.288%,https://www.acmicpc.net/problem/1388
17086,Silver II,아기 상어 2,12889,6373,4776,47.622%,https://www.acmicpc.net/problem/17086
9328,Gold I,열쇠,22896,6854,4720,27.345%,https://www.acmicpc.net/problem/9328
1240,Gold V,노드사이의 거리,11227,6131,4719,54.354%,https://www.acmicpc.net/problem/1240
2250,Gold II,트리의 높이와 너비,22601,6675,4605,28.219%,https://www.acmicpc.net/problem/2250
16948,Silver I,데스 나이트,7777,5298,4471,69.157%,https://www.acmicpc.net/problem/16948
20058,Gold III,마법사 상어와 파이어스톰,15943,7133,4360,41.113%,https://www.acmicpc.net/problem/20058
2234,Gold III,성곽,12273,6089,4331,48.434%,https://www.acmicpc.net/problem/2234
16562,Gold IV,친구비,12367,5329,4054,42.036%,https://www.acmicpc.net/problem/16562
1189,Silver I,컴백홈,9195,5148,3991,55.313%,https://www.acmicpc.net/problem/1189
1103,Gold II,게임,23988,5517,3880,21.562%,https://www.acmicpc.net/problem/1103
1405,Gold IV,미친 로봇,11635,5318,3737,42.635%,https://www.acmicpc.net/problem/1405
5719,Platinum V,거의 최단 경로,30867,5783,3670,19.568%,https://www.acmicpc.net/problem/5719
12869,Gold IV,뮤탈리스크,10803,5206,3634,47.097%,https://www.acmicpc.net/problem/12869
17141,Gold IV,연구소 2,12096,5059,3627,43.468%,https://www.acmicpc.net/problem/17141
16197,Gold IV,두 동전,12109,5308,3613,41.687%,https://www.acmicpc.net/problem/16197
6118,Silver I,숨바꼭질,8237,4508,3604,56.792%,https://www.acmicpc.net/problem/6118
1726,Gold III,로봇,19249,5263,3594,26.549%,https://www.acmicpc.net/problem/1726
17836,Gold V,공주님을 구해라!,18024,4809,3590,24.725%,https://www.acmicpc.net/problem/17836
21609,Gold II,상어 중학교,13962,5564,3505,36.571%,https://www.acmicpc.net/problem/21609
16724,Gold III,피리 부는 사나이,10242,4642,3503,42.492%,https://www.acmicpc.net/problem/16724
13565,Silver II,침투,10187,4675,3434,44.829%,https://www.acmicpc.net/problem/13565
1039,Gold II,교환,19599,4553,3396,23.372%,https://www.acmicpc.net/problem/1039
1948,Platinum V,임계경로,14540,4761,3374,31.486%,https://www.acmicpc.net/problem/1948
16954,Gold III,움직이는 미로 탈출,15234,5074,3205,28.835%,https://www.acmicpc.net/problem/16954
14716,Silver I,현수막,6250,3762,3161,62.830%,https://www.acmicpc.net/problem/14716
13459,Gold I,구슬 탈출,12364,4321,3146,35.033%,https://www.acmicpc.net/problem/13459
23288,Gold III,주사위 굴리기 2,6704,4161,3122,62.982%,https://www.acmicpc.net/problem/23288
16173,Silver IV,점프왕 쩰리 (Small),9532,4001,3035,40.159%,https://www.acmicpc.net/problem/16173
16933,Gold I,벽 부수고 이동하기 3,18695,4539,3023,23.243%,https://www.acmicpc.net/problem/16933
14267,Gold IV,회사 문화 1,10094,3866,2918,36.298%,https://www.acmicpc.net/problem/14267
6087,Gold III,레이저 통신,21638,4183,2912,23.227%,https://www.acmicpc.net/problem/6087
2933,Gold I,미네랄,15261,4360,2875,26.229%,https://www.acmicpc.net/problem/2933
2617,Gold IV,구슬 찾기,10758,3736,2785,34.635%,https://www.acmicpc.net/problem/2617
12886,Gold IV,돌 그룹,13366,4318,2773,28.979%,https://www.acmicpc.net/problem/12886
15591,Gold V,MooTube (Silver),9715,3724,2766,38.534%,https://www.acmicpc.net/problem/15591
4991,Gold I,로봇 청소기,12015,4145,2738,31.911%,https://www.acmicpc.net/problem/4991
1938,Gold II,통나무 옮기기,10412,3672,2603,34.187%,https://www.acmicpc.net/problem/1938
17071,Platinum V,숨바꼭질 5,15707,3732,2587,24.094%,https://www.acmicpc.net/problem/17071
16947,Gold III,서울 지하철 2호선,8574,3904,2566,43.625%,https://www.acmicpc.net/problem/16947
11967,Gold II,불켜기,11606,3458,2373,27.722%,https://www.acmicpc.net/problem/11967
11400,Platinum IV,단절선,8745,3789,2369,40.908%,https://www.acmicpc.net/problem/11400
10216,Gold IV,Count Circle Groups,11665,3632,2320,28.863%,https://www.acmicpc.net/problem/10216
15900,Silver I,나무 탈출,10204,3001,2209,34.232%,https://www.acmicpc.net/problem/15900
11123,Silver II,양 한마리... 양 두마리...,4309,2669,2185,63.870%,https://www.acmicpc.net/problem/11123
16985,Gold II,Maaaaaaaaaze,6304,3692,2179,55.757%,https://www.acmicpc.net/problem/16985
1219,Platinum V,오민식의 고민,16933,3529,2174,18.544%,https://www.acmicpc.net/problem/1219
5214,Gold II,환승,11181,3077,2142,27.217%,https://www.acmicpc.net/problem/5214
14395,Gold IV,4연산,9394,3002,2137,29.500%,https://www.acmicpc.net/problem/14395
15971,Gold IV,두 로봇,8040,2919,2134,36.972%,https://www.acmicpc.net/problem/15971
12761,Silver I,돌다리,4601,2419,2025,52.584%,https://www.acmicpc.net/problem/12761
2610,Gold II,회의준비,9116,2704,2011,29.132%,https://www.acmicpc.net/problem/2610
2151,Gold III,거울 설치,10800,2857,1917,26.046%,https://www.acmicpc.net/problem/2151
1245,Gold V,농장 관리,5416,2361,1894,44.586%,https://www.acmicpc.net/problem/1245
17352,Gold V,여러분의 다리가 되어 드리겠습니다!,4665,2336,1853,49.772%,https://www.acmicpc.net/problem/17352
16940,Gold III,BFS 스페셜 저지,10895,2973,1849,24.876%,https://www.acmicpc.net/problem/16940
18809,Gold I,Gaaaaaaaaaarden,6240,2832,1803,42.057%,https://www.acmicpc.net/problem/18809
1981,Platinum V,배열에서 이동,10205,2702,1800,24.763%,https://www.acmicpc.net/problem/1981
9376,Platinum IV,탈옥,11776,2509,1738,27.487%,https://www.acmicpc.net/problem/9376
1033,Gold II,칵테일,7099,2226,1733,33.709%,https://www.acmicpc.net/problem/1033
14497,Gold IV,주난의 난(難),4933,2602,1697,52.735%,https://www.acmicpc.net/problem/14497
14867,Gold II,물통,5519,2330,1688,42.179%,https://www.acmicpc.net/problem/14867
2842,Platinum IV,집배원 한상덕,10390,2911,1679,24.525%,https://www.acmicpc.net/problem/2842
15653,Gold I,구슬 탈출 4,4614,2119,1669,48.844%,https://www.acmicpc.net/problem/15653
16964,Gold III,DFS 스페셜 저지,6788,2301,1662,35.242%,https://www.acmicpc.net/problem/16964
14496,Silver II,"그대, 그머가 되어",4472,2009,1635,45.091%,https://www.acmicpc.net/problem/14496
25418,Silver III,정수 a를 k로 만들기,3241,2005,1628,63.027%,https://www.acmicpc.net/problem/25418
20303,Gold III,할로윈의 양아치,6949,2163,1604,29.286%,https://www.acmicpc.net/problem/20303
14923,Gold IV,미로 탈출,5585,2180,1604,38.173%,https://www.acmicpc.net/problem/14923
2186,Gold III,문자판,9630,2320,1586,23.570%,https://www.acmicpc.net/problem/2186
16437,Gold III,양 구출 작전,7826,2167,1568,26.744%,https://www.acmicpc.net/problem/16437
17090,Gold III,미로 탈출하기,6124,2132,1552,33.820%,https://www.acmicpc.net/problem/17090
14248,Silver II,점프 점프,3207,1890,1536,58.964%,https://www.acmicpc.net/problem/14248
16174,Silver I,점프왕 쩰리 (Large),4023,1827,1520,45.991%,https://www.acmicpc.net/problem/16174
16973,Gold IV,직사각형 탈출,7576,2252,1518,26.801%,https://www.acmicpc.net/problem/16973
15558,Gold V,점프 게임,6094,1970,1475,30.551%,https://www.acmicpc.net/problem/15558
1113,Gold I,수영장 만들기,5550,2229,1467,37.712%,https://www.acmicpc.net/problem/1113
1326,Silver II,폴짝폴짝,7265,1875,1452,25.654%,https://www.acmicpc.net/problem/1326
16397,Gold IV,탈출,5163,1753,1408,32.721%,https://www.acmicpc.net/problem/16397
16988,Gold III,Baaaaaaaaaduk2 (Easy),4282,2082,1384,49.305%,https://www.acmicpc.net/problem/16988
21278,Gold V,호석이 두 마리 치킨,3597,1830,1353,49.542%,https://www.acmicpc.net/problem/21278
14868,Platinum IV,문명,8046,2096,1336,24.150%,https://www.acmicpc.net/problem/14868
16932,Gold III,모양 만들기,4905,1829,1335,34.657%,https://www.acmicpc.net/problem/16932
14466,Gold III,소가 길을 건너간 이유 6,4304,1747,1310,39.093%,https://www.acmicpc.net/problem/14466
19940,Gold V,피자 오븐,6655,1713,1256,26.706%,https://www.acmicpc.net/problem/19940
17204,Silver III,죽음의 게임,2254,1421,1234,65.291%,https://www.acmicpc.net/problem/17204
1327,Gold IV,소트 게임,3729,1756,1229,44.675%,https://www.acmicpc.net/problem/1327
15644,Gold I,구슬 탈출 3,2542,1450,1225,59.236%,https://www.acmicpc.net/problem/15644
17073,Gold V,나무 위의 빗물,4111,1663,1204,38.222%,https://www.acmicpc.net/problem/17073
13905,Gold IV,세부,5065,1720,1191,30.855%,https://www.acmicpc.net/problem/13905
15723,Silver I,n단 논법,2424,1405,1189,58.920%,https://www.acmicpc.net/problem/15723
17616,Gold III,등수 찾기,3697,1572,1171,45.724%,https://www.acmicpc.net/problem/17616
10711,Gold II,모래성,5228,1715,1168,30.834%,https://www.acmicpc.net/problem/10711
1944,Gold I,복제 로봇,6108,1795,1143,26.869%,https://www.acmicpc.net/problem/1944
17265,Gold V,나의 인생에는 수학과 함께,2603,1377,1101,52.152%,https://www.acmicpc.net/problem/17265
8111,Platinum V,0과 1,2664,1499,1092,57.443%,https://www.acmicpc.net/problem/8111
22352,Gold V,항체 인식,3578,1251,1075,36.740%,https://www.acmicpc.net/problem/22352
9177,Gold IV,단어 섞기,5284,1498,1068,28.571%,https://www.acmicpc.net/problem/9177
17244,Gold II,아맞다우산,3267,1429,1048,41.571%,https://www.acmicpc.net/problem/17244
14942,Platinum V,개미,2767,1379,1044,48.378%,https://www.acmicpc.net/problem/14942
17129,Silver I,윌리암슨수액빨이딱따구리가 정보섬에 올라온 이유,3413,1298,1030,38.912%,https://www.acmicpc.net/problem/17129
2479,Gold IV,경로 찾기,3518,1376,1009,38.689%,https://www.acmicpc.net/problem/2479
24481,Silver II,알고리즘 수업 - 깊이 우선 탐색 3,2661,1131,1005,43.338%,https://www.acmicpc.net/problem/24481
20166,Gold IV,문자열 지옥에 빠진 호석,3792,1454,1004,36.245%,https://www.acmicpc.net/problem/20166
14268,Platinum III,회사 문화 2,2632,1309,983,50.906%,https://www.acmicpc.net/problem/14268
22856,Gold IV,트리 순회,4185,1342,956,30.563%,https://www.acmicpc.net/problem/22856
18500,Gold I,미네랄 2,3361,1158,928,35.583%,https://www.acmicpc.net/problem/18500
2585,Gold II,경비행기,3814,1356,911,32.805%,https://www.acmicpc.net/problem/2585
19538,Gold IV,루머,2999,1255,900,40.891%,https://www.acmicpc.net/problem/19538
24482,Silver II,알고리즘 수업 - 깊이 우선 탐색 4,1702,964,882,62.420%,https://www.acmicpc.net/problem/24482
14238,Gold II,출근 기록,3727,1193,873,32.894%,https://www.acmicpc.net/problem/14238
18404,Silver I,현명한 나이트,2199,1090,870,47.257%,https://www.acmicpc.net/problem/18404
24446,Silver II,알고리즘 수업 - 너비 우선 탐색 3,1802,1003,856,54.557%,https://www.acmicpc.net/problem/24446
3987,Gold V,보이저 1호,4945,1179,853,23.974%,https://www.acmicpc.net/problem/3987
1175,Gold I,배달,3540,1098,845,31.636%,https://www.acmicpc.net/problem/1175
21938,Silver II,영상처리,2638,1055,835,38.675%,https://www.acmicpc.net/problem/21938
18513,Gold IV,샘터,4993,1168,828,23.206%,https://www.acmicpc.net/problem/18513
2412,Gold IV,암벽 등반,3773,1190,824,31.692%,https://www.acmicpc.net/problem/2412
11085,Gold III,군사 이동,1541,965,810,62.404%,https://www.acmicpc.net/problem/11085
5547,Gold IV,일루미네이션,1818,1050,792,61.158%,https://www.acmicpc.net/problem/5547
16930,Platinum III,달리기,8306,1201,783,13.177%,https://www.acmicpc.net/problem/16930
16509,Gold V,장군,1673,916,780,55.516%,https://www.acmicpc.net/problem/16509
14562,Silver I,태권왕,1815,936,762,50.800%,https://www.acmicpc.net/problem/14562
1765,Gold II,닭싸움 팀 정하기,2145,1015,761,46.831%,https://www.acmicpc.net/problem/1765
19542,Gold III,전단지 돌리기,2491,951,744,39.117%,https://www.acmicpc.net/problem/19542
13265,Gold V,색칠하기,2519,964,729,40.187%,https://www.acmicpc.net/problem/13265
2194,Gold IV,유닛 이동시키기,3539,925,718,27.970%,https://www.acmicpc.net/problem/2194
1584,Gold V,게임,2283,964,717,42.986%,https://www.acmicpc.net/problem/1584
2536,Gold I,버스 갈아타기,3921,1195,715,28.127%,https://www.acmicpc.net/problem/2536
18232,Silver II,텔레포트 정거장,2440,930,712,35.511%,https://www.acmicpc.net/problem/18232
24447,Silver II,알고리즘 수업 - 너비 우선 탐색 4,2029,825,710,39.776%,https://www.acmicpc.net/problem/24447
12784,Gold III,인하니카 공화국,2520,955,710,36.711%,https://www.acmicpc.net/problem/12784
21937,Silver I,작업,1662,846,704,51.200%,https://www.acmicpc.net/problem/21937
24483,Silver II,알고리즘 수업 - 깊이 우선 탐색 5,2260,780,701,35.440%,https://www.acmicpc.net/problem/24483
10472,Gold V,십자뒤집기,2136,954,701,44.144%,https://www.acmicpc.net/problem/10472
17391,Silver I,무한부스터,1666,837,688,49.425%,https://www.acmicpc.net/problem/17391
20188,Platinum V,등산 마니아,2510,909,681,37.254%,https://www.acmicpc.net/problem/20188
1953,Gold IV,팀배분,2047,846,679,44.525%,https://www.acmicpc.net/problem/1953
1035,Gold I,조각 움직이기,2109,916,673,46.769%,https://www.acmicpc.net/problem/1035
18126,Silver II,너구리 구구,2260,845,667,36.548%,https://www.acmicpc.net/problem/18126
24391,Gold V,귀찮은 해강이,1616,764,661,49.662%,https://www.acmicpc.net/problem/24391
5213,Gold II,과외맨,4940,992,661,21.419%,https://www.acmicpc.net/problem/5213
3182,Silver III,한동이는 공부가 하기 싫어!,1062,760,661,73.282%,https://www.acmicpc.net/problem/3182
24484,Silver II,알고리즘 수업 - 깊이 우선 탐색 6,1366,717,651,54.752%,https://www.acmicpc.net/problem/24484
16432,Gold IV,떡장수와 호랑이,3059,816,644,26.744%,https://www.acmicpc.net/problem/16432
20924,Gold IV,트리의 기둥과 가지,2565,847,641,32.472%,https://www.acmicpc.net/problem/20924
27211,Gold V,도넛 행성,1237,819,623,66.489%,https://www.acmicpc.net/problem/27211
18243,Silver I,Small World Network,1673,716,620,42.966%,https://www.acmicpc.net/problem/18243
1199,Platinum IV,오일러 회로,12894,1185,620,12.653%,https://www.acmicpc.net/problem/1199
12906,Gold III,새로운 하노이 탑,1568,834,611,54.505%,https://www.acmicpc.net/problem/12906
25195,Gold IV,Yes or yes,1465,808,607,55.945%,https://www.acmicpc.net/problem/25195
16137,Gold II,견우와 직녀,4516,924,579,19.707%,https://www.acmicpc.net/problem/16137
16168,Gold IV,퍼레이드,2166,724,576,32.197%,https://www.acmicpc.net/problem/16168
22116,Gold IV,창영이와 퇴근,2289,799,570,32.149%,https://www.acmicpc.net/problem/22116
15559,Gold II,내 선물을 받아줘,1759,753,566,41.224%,https://www.acmicpc.net/problem/15559
16957,Gold III,체스판 위의 공,2058,776,563,37.235%,https://www.acmicpc.net/problem/16957
17370,Gold III,육각형 우리 속의 개미,1366,733,544,59.978%,https://www.acmicpc.net/problem/17370
17114,Gold I,하이퍼 토마토,3624,1018,536,23.457%,https://www.acmicpc.net/problem/17114
2310,Gold IV,어드벤처 게임,2659,823,530,30.372%,https://www.acmicpc.net/problem/2310
20304,Platinum V,비밀번호 제작,2721,718,528,33.631%,https://www.acmicpc.net/problem/20304
24230,Gold V,트리 색칠하기,1604,649,522,40.309%,https://www.acmicpc.net/problem/24230
7812,Platinum V,중앙 트리,2073,741,520,34.946%,https://www.acmicpc.net/problem/7812
12893,Gold IV,적의 적,1860,698,511,37.191%,https://www.acmicpc.net/problem/12893
21606,Gold III,아침 산책,3997,746,503,19.118%,https://www.acmicpc.net/problem/21606
26169,Silver III,세 번 이내에 사과를 먹자,2135,685,500,31.646%,https://www.acmicpc.net/problem/26169
21922,Gold V,학부 연구생 민상,2762,782,495,26.527%,https://www.acmicpc.net/problem/21922
25402,Platinum V,트리와 쿼리,2939,740,494,24.626%,https://www.acmicpc.net/problem/25402
2481,Gold II,해밍 경로,2662,726,491,26.889%,https://www.acmicpc.net/problem/2481
2233,Gold II,사과나무,1899,655,488,33.748%,https://www.acmicpc.net/problem/2233
13903,Silver I,출근,2475,607,487,24.460%,https://www.acmicpc.net/problem/13903
18251,Platinum IV,내 생각에 A번인 단순 dfs 문제가 이 대회에서 E번이 되어버린 건에 관하여 (Easy),1628,596,478,34.290%,https://www.acmicpc.net/problem/18251
5107,Silver I,마니또,1147,611,478,54.504%,https://www.acmicpc.net/problem/5107
17394,Gold V,핑거 스냅,1494,650,477,39.356%,https://www.acmicpc.net/problem/17394
5022,Gold I,연결,2965,652,466,21.019%,https://www.acmicpc.net/problem/5022
16959,Platinum V,체스판 여행 1,1559,710,464,42.336%,https://www.acmicpc.net/problem/16959
13700,Silver I,완전 범죄,1645,549,460,40.105%,https://www.acmicpc.net/problem/13700
25416,Silver II,빠른 숫자 탐색,787,481,445,65.249%,https://www.acmicpc.net/problem/25416
2423,Gold I,전구를 켜라,1497,599,438,37.857%,https://www.acmicpc.net/problem/2423
11581,Silver I,구호물자,2162,574,436,28.238%,https://www.acmicpc.net/problem/11581
2021,Gold II,최소 환승 경로,2812,696,436,25.799%,https://www.acmicpc.net/problem/2021
15972,Platinum III,물탱크,2217,676,435,36.190%,https://www.acmicpc.net/problem/15972
5021,Gold IV,왕위 계승,1599,553,427,37.621%,https://www.acmicpc.net/problem/5021
17267,Platinum V,상남자,1642,526,416,33.739%,https://www.acmicpc.net/problem/17267
22944,Gold III,죽음의 비,3292,680,413,17.411%,https://www.acmicpc.net/problem/22944
20010,Gold II,악덕 영주 혜유,936,521,411,57.483%,https://www.acmicpc.net/problem/20010
2917,Gold II,늑대 사냥꾼,1961,636,411,29.484%,https://www.acmicpc.net/problem/2917
22868,Gold III,산책 (small),1977,580,407,28.050%,https://www.acmicpc.net/problem/22868
2001,Gold I,보석 줍기,2201,607,406,25.359%,https://www.acmicpc.net/problem/2001
