문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
10251,Platinum V,운전 면허 시험,2733,817,547,31.437%,https://www.acmicpc.net/problem/10251
2705,Silver I,팰린드롬 파티션,1125,756,547,71.879%,https://www.acmicpc.net/problem/2705
3908,Gold III,서로 다른 소수의 합,1262,735,540,62.069%,https://www.acmicpc.net/problem/3908
16400,Gold V,소수 화폐,1505,661,539,44.619%,https://www.acmicpc.net/problem/16400
10653,Gold III,마라톤 2,1968,713,537,38.717%,https://www.acmicpc.net/problem/10653
1229,Gold IV,육각수,1736,753,536,45.812%,https://www.acmicpc.net/problem/1229
25378,Gold I,조약돌,3326,772,534,30.393%,https://www.acmicpc.net/problem/25378
14505,Gold III,팰린드롬 개수 구하기 (Small),1915,620,534,39.821%,https://www.acmicpc.net/problem/14505
12785,Silver I,토쟁이의 등굣길,2243,625,532,29.409%,https://www.acmicpc.net/problem/12785
1053,Gold I,팰린드롬 공장,1740,662,530,39.671%,https://www.acmicpc.net/problem/1053
2216,Gold III,문자열과 점수,1854,674,525,36.383%,https://www.acmicpc.net/problem/2216
10160,Gold I,암호,2151,730,524,37.102%,https://www.acmicpc.net/problem/10160
7812,Platinum V,중앙 트리,2073,741,520,34.946%,https://www.acmicpc.net/problem/7812
2176,Gold II,합리적인 이동경로,2116,693,515,32.845%,https://www.acmicpc.net/problem/2176
2226,Gold IV,이진수,1713,665,511,39.520%,https://www.acmicpc.net/problem/2226
1994,Gold I,등차수열,2806,758,511,26.866%,https://www.acmicpc.net/problem/1994
1866,Platinum IV,택배,1704,684,511,39.187%,https://www.acmicpc.net/problem/1866
1415,Gold I,사탕,4281,982,511,17.694%,https://www.acmicpc.net/problem/1415
3012,Platinum III,올바른 괄호 문자열,3924,731,500,21.552%,https://www.acmicpc.net/problem/3012
12872,Gold I,플레이리스트,1441,681,497,48.159%,https://www.acmicpc.net/problem/12872
15966,Silver I,군계일학,2949,624,495,29.891%,https://www.acmicpc.net/problem/15966
1750,Gold III,서로소의 개수,1423,680,493,51.461%,https://www.acmicpc.net/problem/1750
19622,Silver II,회의실 배정 3,1208,613,489,50.154%,https://www.acmicpc.net/problem/19622
22869,Silver I,징검다리 건너기 (small),1566,686,487,40.182%,https://www.acmicpc.net/problem/22869
1413,Platinum V,박스 안의 열쇠,1362,606,486,46.110%,https://www.acmicpc.net/problem/1413
3372,Silver I,보드 점프,2052,573,484,34.895%,https://www.acmicpc.net/problem/3372
11867,Silver II,박스 나누기 게임,1054,603,483,58.688%,https://www.acmicpc.net/problem/11867
13910,Gold V,개업,2082,623,482,30.295%,https://www.acmicpc.net/problem/13910
1983,Gold II,숫자 박스,2492,671,482,27.958%,https://www.acmicpc.net/problem/1983
17268,Gold III,미팅의 저주,1065,541,479,54.556%,https://www.acmicpc.net/problem/17268
22115,Gold V,창영이와 커피,1811,634,478,35.303%,https://www.acmicpc.net/problem/22115
18251,Platinum IV,내 생각에 A번인 단순 dfs 문제가 이 대회에서 E번이 되어버린 건에 관하여 (Easy),1628,596,478,34.290%,https://www.acmicpc.net/problem/18251
25706,Silver III,자전거 묘기,894,568,475,65.517%,https://www.acmicpc.net/problem/25706
10978,Gold II,기숙사 재배정,1072,592,472,54.378%,https://www.acmicpc.net/problem/10978
2038,Gold I,골롱 수열,1410,614,470,45.106%,https://www.acmicpc.net/problem/2038
17074,Silver I,정렬,2044,579,469,30.654%,https://www.acmicpc.net/problem/17074
13250,Gold IV,주사위 게임,994,631,469,67.192%,https://www.acmicpc.net/problem/13250
13707,Gold IV,합분해 2,1379,596,468,43.414%,https://www.acmicpc.net/problem/13707
15645,Silver I,내려가기 2,781,533,459,68.919%,https://www.acmicpc.net/problem/15645
2507,Platinum III,공주 구하기,1480,665,459,50.109%,https://www.acmicpc.net/problem/2507
1823,Gold III,수확,1469,640,458,43.744%,https://www.acmicpc.net/problem/1823
4243,Platinum III,보안 업체,1821,630,452,34.609%,https://www.acmicpc.net/problem/4243
17831,Platinum V,대기업 승범이네,1124,591,450,49.559%,https://www.acmicpc.net/problem/17831
14613,Silver I,너의 티어는?,1032,549,450,59.603%,https://www.acmicpc.net/problem/14613
28706,Gold V,럭키 세븐,1186,522,449,46.868%,https://www.acmicpc.net/problem/28706
1480,Gold I,보석 모으기,1535,615,448,41.101%,https://www.acmicpc.net/problem/1480
6988,Gold I,타일 밟기,2803,646,447,24.930%,https://www.acmicpc.net/problem/6988
2266,Gold II,금고 테스트,2101,626,447,32.158%,https://www.acmicpc.net/problem/2266
2876,Silver III,그래픽스 퀴즈,1161,546,443,49.222%,https://www.acmicpc.net/problem/2876
2647,Platinum III,검은점과 하얀점 연결,1523,612,442,43.676%,https://www.acmicpc.net/problem/2647
13703,Gold V,물벼룩의 생존확률,1802,537,441,34.319%,https://www.acmicpc.net/problem/13703
25194,Gold V,결전의 금요일,1790,555,438,36.470%,https://www.acmicpc.net/problem/25194
4198,Gold I,열차정렬,2684,594,437,24.468%,https://www.acmicpc.net/problem/4198
12928,Platinum IV,트리와 경로의 길이,1191,542,436,48.018%,https://www.acmicpc.net/problem/12928
14846,Gold IV,직사각형과 쿼리,1124,533,432,49.428%,https://www.acmicpc.net/problem/14846
9764,Gold V,서로 다른 자연수의 합,949,587,429,65.198%,https://www.acmicpc.net/problem/9764
20162,Silver II,간식 파티,937,493,426,57.181%,https://www.acmicpc.net/problem/20162
17953,Gold V,디저트,936,511,426,55.469%,https://www.acmicpc.net/problem/17953
17623,Gold II,괄호,1380,561,424,39.151%,https://www.acmicpc.net/problem/17623
10258,Platinum V,스위치 배열,945,523,414,56.946%,https://www.acmicpc.net/problem/10258
18122,Platinum V,색깔 하노이 탑,1591,597,412,37.017%,https://www.acmicpc.net/problem/18122
24418,Silver IV,알고리즘 수업 - 행렬 경로 문제 1,847,550,409,67.715%,https://www.acmicpc.net/problem/24418
2172,Platinum IV,팰린드롬 경로,1454,600,409,38.658%,https://www.acmicpc.net/problem/2172
14585,Silver I,사수빈탕,1513,520,406,41.598%,https://www.acmicpc.net/problem/14585
19582,Gold III,200년간 폐관수련했더니 PS 최강자가 된 건에 대하여,2137,510,403,25.652%,https://www.acmicpc.net/problem/19582
16456,Silver I,하와와 대학생쨩 하와이로 가는 거시와요~,1161,536,401,46.901%,https://www.acmicpc.net/problem/16456
2651,Gold IV,자동차경주대회,3172,521,401,22.823%,https://www.acmicpc.net/problem/2651
28437,Gold III,막대 만들기,1082,483,397,48.415%,https://www.acmicpc.net/problem/28437
17130,Gold IV,토끼가 정보섬에 올라온 이유,2109,507,397,23.561%,https://www.acmicpc.net/problem/17130
1679,Silver I,숫자놀이,1137,519,397,46.982%,https://www.acmicpc.net/problem/1679
2411,Gold IV,아이템 먹기,1242,505,396,43.373%,https://www.acmicpc.net/problem/2411
11985,Gold IV,오렌지 출하,1111,505,394,45.921%,https://www.acmicpc.net/problem/11985
5546,Gold IV,파스타,966,495,394,53.825%,https://www.acmicpc.net/problem/5546
10714,Gold II,케이크 자르기 2,982,497,390,53.867%,https://www.acmicpc.net/problem/10714
17409,Platinum IV,증가 수열의 개수,1068,490,387,47.955%,https://www.acmicpc.net/problem/17409
14578,Gold I,영훈이의 색칠공부,1727,459,387,28.064%,https://www.acmicpc.net/problem/14578
28017,Gold V,게임을 클리어하자,1200,481,386,42.889%,https://www.acmicpc.net/problem/28017
27446,Silver III,랩실에서 잘 자요,1497,527,384,34.688%,https://www.acmicpc.net/problem/27446
1301,Gold III,비즈 공예,1850,540,384,31.501%,https://www.acmicpc.net/problem/1301
2320,Gold I,끝말잇기,1299,511,378,40.777%,https://www.acmicpc.net/problem/2320
16568,Silver I,엔비스카의 영혼,1422,484,377,34.651%,https://www.acmicpc.net/problem/16568
5527,Gold IV,전구 장식,915,432,374,50.541%,https://www.acmicpc.net/problem/5527
20181,Gold II,꿈틀꿈틀 호석 애벌레 - 효율성,1401,539,372,39.199%,https://www.acmicpc.net/problem/20181
2091,Gold III,동전,2800,573,370,21.301%,https://www.acmicpc.net/problem/2091
27971,Silver I,강아지는 많을수록 좋다,941,440,366,47.532%,https://www.acmicpc.net/problem/27971
2305,Gold I,자리 배치,1167,448,366,42.807%,https://www.acmicpc.net/problem/2305
10272,Platinum V,현상금 사냥꾼 김정은,1061,481,358,44.252%,https://www.acmicpc.net/problem/10272
10982,Platinum IV,행운쿠키 제작소,1459,522,356,35.423%,https://www.acmicpc.net/problem/10982
22358,Gold II,스키장,1213,410,350,37.234%,https://www.acmicpc.net/problem/22358
2806,Gold IV,DNA 발견,941,419,349,53.775%,https://www.acmicpc.net/problem/2806
2572,Gold III,보드게임,1122,416,349,38.226%,https://www.acmicpc.net/problem/2572
2092,Gold II,집합의 개수,1090,479,349,44.177%,https://www.acmicpc.net/problem/2092
14677,Gold V,병약한 윤호,1441,449,347,32.798%,https://www.acmicpc.net/problem/14677
10805,Platinum V,L 모양의 종이 자르기,982,423,345,45.335%,https://www.acmicpc.net/problem/10805
3948,Platinum V,홍준이의 친위대,621,419,343,67.653%,https://www.acmicpc.net/problem/3948
10564,Gold II,팔굽혀펴기,1599,495,342,30.839%,https://www.acmicpc.net/problem/10564
28069,Gold V,김밥천국의 계단,1298,425,341,33.897%,https://www.acmicpc.net/problem/28069
14462,Gold III,소가 길을 건너간 이유 8,782,435,338,54.240%,https://www.acmicpc.net/problem/14462
24392,Silver I,영재의 징검다리,1195,456,337,36.911%,https://www.acmicpc.net/problem/24392
13902,Gold IV,개업 2,1835,500,337,25.348%,https://www.acmicpc.net/problem/13902
22348,Platinum IV,헬기 착륙장,1670,421,334,26.849%,https://www.acmicpc.net/problem/22348
2612,Platinum IV,DNA 유사도,1247,445,330,36.748%,https://www.acmicpc.net/problem/2612
29704,Gold V,벼락치기,587,384,329,69.851%,https://www.acmicpc.net/problem/29704
17272,Gold I,리그 오브 레전설 (Large),1463,501,326,32.996%,https://www.acmicpc.net/problem/17272
21923,Gold IV,곡예 비행,905,410,319,45.056%,https://www.acmicpc.net/problem/21923
18249,Silver II,욱제가 풀어야 하는 문제,938,353,318,41.460%,https://www.acmicpc.net/problem/18249
11333,Gold II,4×n 타일링,790,390,313,52.429%,https://www.acmicpc.net/problem/11333
20167,Silver I,꿈틀꿈틀 호석 애벌레 - 기능성,820,425,312,56.522%,https://www.acmicpc.net/problem/20167
13270,Silver I,피보나치 치킨,920,402,312,46.988%,https://www.acmicpc.net/problem/13270
21600,Silver I,계단,855,367,311,51.833%,https://www.acmicpc.net/problem/21600
24956,Gold IV,나는 정말 휘파람을 못 불어,1544,491,310,27.953%,https://www.acmicpc.net/problem/24956
29792,Gold V,규칙적인 보스돌이,1047,371,308,38.791%,https://www.acmicpc.net/problem/29792
22846,Gold III,인증된 쉬운 게임,1198,397,306,34.190%,https://www.acmicpc.net/problem/22846
1796,Gold III,신기한 키보드,1079,415,304,39.843%,https://www.acmicpc.net/problem/1796
17367,Platinum V,공교육 도박,482,352,303,78.497%,https://www.acmicpc.net/problem/17367
26607,Gold III,시로코와 은행털기,2188,407,300,22.272%,https://www.acmicpc.net/problem/26607
23083,Gold V,꿀벌 승연이,1211,426,297,31.462%,https://www.acmicpc.net/problem/23083
13016,Platinum V,내 왼손에는 흑염룡이 잠들어 있다,827,361,296,47.360%,https://www.acmicpc.net/problem/13016
2287,Gold I,모노디지털 표현,1440,513,296,33.446%,https://www.acmicpc.net/problem/2287
12013,Platinum V,248 게임,1044,363,294,37.596%,https://www.acmicpc.net/problem/12013
24419,Silver III,알고리즘 수업 - 행렬 경로 문제 2,768,388,289,52.450%,https://www.acmicpc.net/problem/24419
20047,Gold II,동전 옮기기,1548,350,287,26.999%,https://www.acmicpc.net/problem/20047
19623,Gold III,회의실 배정 4,1058,452,286,43.333%,https://www.acmicpc.net/problem/19623
13448,Platinum III,SW 역량 테스트,1037,377,285,36.502%,https://www.acmicpc.net/problem/13448
2854,Gold II,문제 출제,900,388,284,43.096%,https://www.acmicpc.net/problem/2854
16888,Gold V,루트 게임,1126,413,283,35.959%,https://www.acmicpc.net/problem/16888
12911,Gold II,좋아하는 배열,808,380,281,47.952%,https://www.acmicpc.net/problem/12911
8913,Gold III,문자열 뽑기,1246,406,280,36.411%,https://www.acmicpc.net/problem/8913
2518,Platinum V,회전 테이블,790,358,280,47.700%,https://www.acmicpc.net/problem/2518
22114,Silver II,창영이와 점프,904,337,279,41.456%,https://www.acmicpc.net/problem/22114
15817,Gold V,배수 공사,911,341,277,40.767%,https://www.acmicpc.net/problem/15817
22971,Silver II,증가하는 부분 수열의 개수,592,328,276,56.327%,https://www.acmicpc.net/problem/22971
1970,Platinum V,건배,1027,396,276,40.588%,https://www.acmicpc.net/problem/1970
21941,Gold IV,문자열 제거,930,353,275,41.921%,https://www.acmicpc.net/problem/21941
28218,Gold III,격자 게임,1489,381,274,28.601%,https://www.acmicpc.net/problem/28218
2184,Platinum III,김치 배달,1148,429,274,34.640%,https://www.acmicpc.net/problem/2184
23560,Silver II,약,530,325,272,65.385%,https://www.acmicpc.net/problem/23560
25215,Silver I,타이핑,732,330,270,49.360%,https://www.acmicpc.net/problem/25215
5463,Gold I,건포도,583,345,270,57.940%,https://www.acmicpc.net/problem/5463
22968,Gold V,균형,620,341,268,56.303%,https://www.acmicpc.net/problem/22968
30461,Gold IV,낚시,589,309,267,54.379%,https://www.acmicpc.net/problem/30461
20542,Gold III,받아쓰기,758,334,263,45.345%,https://www.acmicpc.net/problem/20542
25427,Gold V,DKSH를 찾아라,781,351,261,47.715%,https://www.acmicpc.net/problem/25427
1528,Gold III,금민수의 합,1468,350,261,26.578%,https://www.acmicpc.net/problem/1528
1489,Gold I,대결,911,314,261,40.154%,https://www.acmicpc.net/problem/1489
25634,Gold V,전구 상태 뒤집기,600,320,257,54.565%,https://www.acmicpc.net/problem/25634
1131,Platinum V,숫자,1177,460,255,34.413%,https://www.acmicpc.net/problem/1131
31263,Silver III,대한민국을 지키는 가장 긴 힘,891,307,253,40.159%,https://www.acmicpc.net/problem/31263
30460,Silver I,스위치,591,292,253,53.602%,https://www.acmicpc.net/problem/30460
18244,Gold III,변형 계단 수,596,289,250,51.760%,https://www.acmicpc.net/problem/18244
14945,Gold IV,불장난,583,294,250,54.825%,https://www.acmicpc.net/problem/14945
3037,Gold I,혼란,960,353,250,32.723%,https://www.acmicpc.net/problem/3037
1226,Platinum IV,국회,997,326,250,33.693%,https://www.acmicpc.net/problem/1226
1176,Gold I,섞기,770,320,248,41.402%,https://www.acmicpc.net/problem/1176
16467,Gold I,병아리의 변신은 무죄,1183,293,246,34.746%,https://www.acmicpc.net/problem/16467
17840,Gold I,피보나치 음악,1657,354,244,19.886%,https://www.acmicpc.net/problem/17840
15560,Gold II,구간 합 최대? 1,762,279,243,44.424%,https://www.acmicpc.net/problem/15560
14907,Gold II,프로젝트 스케줄링,897,324,243,35.474%,https://www.acmicpc.net/problem/14907
11560,Gold IV,다항식 게임,672,278,243,41.681%,https://www.acmicpc.net/problem/11560
9029,Gold II,정육면체,1117,435,242,32.703%,https://www.acmicpc.net/problem/9029
8916,Platinum V,이진 검색 트리,1380,481,241,27.638%,https://www.acmicpc.net/problem/8916
19645,Gold I,햄최몇?,855,354,239,40.304%,https://www.acmicpc.net/problem/19645
2421,Gold V,저금통,645,301,239,47.421%,https://www.acmicpc.net/problem/2421
20531,Platinum V,인간관계,770,297,238,37.014%,https://www.acmicpc.net/problem/20531
23061,Gold III,백남이의 여행 준비,1398,329,236,23.320%,https://www.acmicpc.net/problem/23061
1884,Gold I,고속도로,1037,341,233,31.701%,https://www.acmicpc.net/problem/1884
9942,Gold II,하노이의 네 탑,1077,292,232,32.267%,https://www.acmicpc.net/problem/9942
2313,Gold V,보석 구매하기,1165,286,232,28.224%,https://www.acmicpc.net/problem/2313
15938,Gold III,더위 피하기,1663,302,231,20.662%,https://www.acmicpc.net/problem/15938
12888,Gold IV,포화 이진 트리 도로 네트워크,703,286,231,39.086%,https://www.acmicpc.net/problem/12888
10571,Silver I,다이아몬드,795,263,230,35.439%,https://www.acmicpc.net/problem/10571
1209,Platinum IV,단조수열 만들기,909,282,230,36.392%,https://www.acmicpc.net/problem/1209
14231,Silver II,박스 포장,684,264,229,51.116%,https://www.acmicpc.net/problem/14231
13555,Platinum IV,증가하는 부분 수열,902,327,228,41.606%,https://www.acmicpc.net/problem/13555
3895,Platinum V,그리고 하나가 남았다,599,273,228,56.858%,https://www.acmicpc.net/problem/3895
10476,Gold IV,좁은 미술전시관,811,333,227,41.499%,https://www.acmicpc.net/problem/10476
14218,Silver I,그래프 탐색 2,763,311,225,41.899%,https://www.acmicpc.net/problem/14218
9521,Platinum III,색칠 공부,1705,332,225,19.531%,https://www.acmicpc.net/problem/9521
6569,Platinum III,몬드리안의 꿈,581,276,225,46.584%,https://www.acmicpc.net/problem/6569
3407,Silver II,맹세,1211,279,225,26.690%,https://www.acmicpc.net/problem/3407
17365,Platinum III,별다줄,980,293,224,36.129%,https://www.acmicpc.net/problem/17365
1519,Gold II,부분 문자열 뽑기 게임,681,334,224,50.337%,https://www.acmicpc.net/problem/1519
15924,Gold V,욱제는 사과팬이야!!,605,293,223,45.885%,https://www.acmicpc.net/problem/15924
20544,Gold IV,공룡게임,794,281,222,36.215%,https://www.acmicpc.net/problem/20544
7476,Gold I,최대 공통 증가 수열,2338,400,222,17.263%,https://www.acmicpc.net/problem/7476
25421,Silver I,조건에 맞는 정수의 개수,486,312,221,72.937%,https://www.acmicpc.net/problem/25421
12978,Gold III,스크루지 민호 2,661,279,221,42.402%,https://www.acmicpc.net/problem/12978
2451,Platinum IV,모둠,717,298,221,38.772%,https://www.acmicpc.net/problem/2451
23741,Gold IV,야바위 게임,813,264,217,35.227%,https://www.acmicpc.net/problem/23741
4370,Gold IV,곱셈 게임,761,277,217,44.742%,https://www.acmicpc.net/problem/4370
4384,Gold I,공평하게 팀 나누기,1587,374,216,25.776%,https://www.acmicpc.net/problem/4384
2418,Gold V,단어 격자,576,244,216,47.059%,https://www.acmicpc.net/problem/2418
1048,Platinum IV,유니콘,912,266,216,34.286%,https://www.acmicpc.net/problem/1048
23815,Gold IV,똥게임,974,268,215,26.642%,https://www.acmicpc.net/problem/23815
21739,Gold II,펭귄 네비게이터,643,268,214,43.496%,https://www.acmicpc.net/problem/21739
13255,Gold III,동전 뒤집기,415,249,214,61.143%,https://www.acmicpc.net/problem/13255
2499,Platinum V,의좋은 형제,1081,318,214,32.473%,https://www.acmicpc.net/problem/2499
20305,Platinum IV,피보나치와 수열과 쿼리,765,295,212,42.147%,https://www.acmicpc.net/problem/20305
17498,Gold V,폴짝 게임,715,262,212,35.333%,https://www.acmicpc.net/problem/17498
12930,Platinum V,두 가중치,881,289,210,37.300%,https://www.acmicpc.net/problem/12930
21925,Gold III,짝수 팰린드롬,867,303,209,35.726%,https://www.acmicpc.net/problem/21925
17428,Platinum V,K번째 괄호 문자열,551,278,207,52.405%,https://www.acmicpc.net/problem/17428
2008,Platinum V,사다리 게임,865,297,207,34.215%,https://www.acmicpc.net/problem/2008
25289,Gold IV,가장 긴 등차 부분 수열,785,267,206,38.290%,https://www.acmicpc.net/problem/25289
23258,Platinum V,밤편지,746,270,206,35.214%,https://www.acmicpc.net/problem/23258
20312,Silver I,CPU 벤치마킹,481,262,203,58.333%,https://www.acmicpc.net/problem/20312
17258,Gold I,인기가 넘쳐흘러,540,293,203,52.865%,https://www.acmicpc.net/problem/17258
23029,Silver I,시식 코너는 나의 것,628,252,202,41.393%,https://www.acmicpc.net/problem/23029
15648,Platinum IV,추출하는 폴도 바리스타입니다,603,282,198,48.411%,https://www.acmicpc.net/problem/15648
13258,Silver I,복권 + 은행,338,230,197,68.166%,https://www.acmicpc.net/problem/13258
20925,Gold II,메이플스토리,763,244,196,32.558%,https://www.acmicpc.net/problem/20925
3644,Gold III,그래프 매칭,456,232,196,51.579%,https://www.acmicpc.net/problem/3644
19576,Gold III,약수,659,251,195,39.394%,https://www.acmicpc.net/problem/19576
13279,Platinum V,곱의 합 쿼리,1365,357,195,21.382%,https://www.acmicpc.net/problem/13279
25633,Silver I,도미노 넘어뜨리기,594,232,193,44.266%,https://www.acmicpc.net/problem/25633
24526,Gold II,전화 돌리기,476,228,192,49.741%,https://www.acmicpc.net/problem/24526
14619,Gold III,섬 여행,832,235,192,30.236%,https://www.acmicpc.net/problem/14619
3359,Silver I,사각 사각,813,350,192,37.647%,https://www.acmicpc.net/problem/3359
22880,Gold II,봉화대,343,220,191,71.269%,https://www.acmicpc.net/problem/22880
21759,Platinum III,두 개의 팀,1396,297,190,21.542%,https://www.acmicpc.net/problem/21759
2237,Platinum IV,수열 축소,726,252,190,43.578%,https://www.acmicpc.net/problem/2237
5069,Gold IV,미로에 갇힌 상근,352,222,189,66.549%,https://www.acmicpc.net/problem/5069
2543,Platinum IV,초고속철도,473,225,189,53.239%,https://www.acmicpc.net/problem/2543
1801,Platinum IV,직사각형 만들기,1134,342,187,26.375%,https://www.acmicpc.net/problem/1801
21555,Silver II,빛의 돌 옮기기,412,212,186,59.236%,https://www.acmicpc.net/problem/21555
15488,Gold V,나이트가 체스판을 벗어나지 않을 확률,309,205,185,71.154%,https://www.acmicpc.net/problem/15488
28360,Silver I,양동이 게임,703,218,184,31.889%,https://www.acmicpc.net/problem/28360
27114,Gold IV,조교의 맹연습,703,228,183,37.500%,https://www.acmicpc.net/problem/27114
28450,Silver II,컨벤 데드가 하고싶어요,513,229,182,44.499%,https://www.acmicpc.net/problem/28450
24525,Gold II,SKK 문자열,922,239,182,29.450%,https://www.acmicpc.net/problem/24525
18790,Gold I,N의 배수 (1),1457,318,182,25.743%,https://www.acmicpc.net/problem/18790
14437,Gold II,준오는 심술쟁이!!,1078,251,182,27.164%,https://www.acmicpc.net/problem/14437
1471,Platinum IV,사탕 돌리기,543,236,182,53.216%,https://www.acmicpc.net/problem/1471
29199,Gold I,활쏘기 대결,592,208,181,45.939%,https://www.acmicpc.net/problem/29199
31434,Gold III,당근 클릭 게임,835,245,180,35.644%,https://www.acmicpc.net/problem/31434
19587,Gold I,객실 배치,463,213,180,54.545%,https://www.acmicpc.net/problem/19587
5535,Gold IV,패셔니스타,297,194,180,76.596%,https://www.acmicpc.net/problem/5535
1231,Platinum V,주식왕 동호,1181,275,179,28.013%,https://www.acmicpc.net/problem/1231
16169,Gold IV,수행 시간,294,199,178,66.667%,https://www.acmicpc.net/problem/16169
9936,Platinum IV,체스로 도미노를 타자,893,247,178,27.554%,https://www.acmicpc.net/problem/9936
10273,Gold I,고대 동굴 탐사,1266,260,176,21.891%,https://www.acmicpc.net/problem/10273
2066,Gold I,카드놀이,473,268,176,51.917%,https://www.acmicpc.net/problem/2066
29756,Gold IV,DDR 체력 관리,498,195,175,42.998%,https://www.acmicpc.net/problem/29756
23256,Gold IV,성인 게임,545,229,175,40.509%,https://www.acmicpc.net/problem/23256
22983,Gold II,조각 체스판,591,206,173,38.022%,https://www.acmicpc.net/problem/22983
16468,Platinum V,크리스마스 트리 꾸미기,611,243,173,38.274%,https://www.acmicpc.net/problem/16468
10573,Gold III,증가하는 수,474,225,173,49.148%,https://www.acmicpc.net/problem/10573
3946,Platinum III,랜덤 걷기,522,244,173,46.883%,https://www.acmicpc.net/problem/3946
17351,Gold IV,3루수는 몰라,782,205,171,32.264%,https://www.acmicpc.net/problem/17351
24464,Silver I,득수 밥 먹이기,448,199,170,47.486%,https://www.acmicpc.net/problem/24464
8902,Platinum III,색상의 길이,547,225,170,46.703%,https://www.acmicpc.net/problem/8902
30464,Gold II,시간낭비,835,206,168,26.498%,https://www.acmicpc.net/problem/30464
13260,Gold II,문자열 자르기,695,249,168,33.533%,https://www.acmicpc.net/problem/13260
3976,Silver II,역습,255,190,168,81.553%,https://www.acmicpc.net/problem/3976
29200,Platinum V,문제 수 줄이기,710,199,167,28.498%,https://www.acmicpc.net/problem/29200
25953,Gold III,템포럴 그래프,662,205,166,31.380%,https://www.acmicpc.net/problem/25953
15647,Platinum V,로스팅하는 엠마도 바리스타입니다,396,204,166,51.077%,https://www.acmicpc.net/problem/15647
10710,Gold V,실크로드,334,208,165,61.111%,https://www.acmicpc.net/problem/10710
3057,Platinum III,디버그,904,253,165,30.055%,https://www.acmicpc.net/problem/3057
24429,Gold IV,알고리즘 수업 - 행렬 경로 문제 6,604,265,164,41.837%,https://www.acmicpc.net/problem/24429
12783,Gold II,곱셈 게임,975,271,164,25.545%,https://www.acmicpc.net/problem/12783
12758,Gold I,천상용섬,752,263,164,33.401%,https://www.acmicpc.net/problem/12758
25343,Gold V,최장 최장 증가 부분 수열,700,196,162,32.794%,https://www.acmicpc.net/problem/25343
7620,Platinum V,편집 거리,2128,351,160,14.401%,https://www.acmicpc.net/problem/7620
13912,Gold I,외계 생물,443,201,159,45.042%,https://www.acmicpc.net/problem/13912
7976,Gold I,수열,576,185,159,34.945%,https://www.acmicpc.net/problem/7976
20414,Gold IV,MVP 다이아몬드 (Normal),373,200,157,65.690%,https://www.acmicpc.net/problem/20414
9472,Gold II,알고리즘 기말고사,303,193,157,63.052%,https://www.acmicpc.net/problem/9472
5550,Gold II,헌책방,347,182,157,56.884%,https://www.acmicpc.net/problem/5550
15569,Gold III,블록 1,463,214,156,47.853%,https://www.acmicpc.net/problem/15569
9023,Gold II,연습시즌,303,196,156,70.588%,https://www.acmicpc.net/problem/9023
31002,Gold II,그래프 변환,712,190,154,32.285%,https://www.acmicpc.net/problem/31002
27212,Gold III,미팅,472,207,154,39.691%,https://www.acmicpc.net/problem/27212
16474,Platinum V,이상한 전깃줄,785,208,154,31.557%,https://www.acmicpc.net/problem/16474
15669,Platinum V,나무 위의 입자,543,189,154,35.814%,https://www.acmicpc.net/problem/15669
14628,Gold III,입 챌린저,392,187,154,46.526%,https://www.acmicpc.net/problem/14628
11056,Gold IV,두 부분 문자열,433,186,154,48.734%,https://www.acmicpc.net/problem/11056
27501,Gold I,RGB트리,413,194,153,43.343%,https://www.acmicpc.net/problem/27501
22236,Gold IV,가희와 비행기,428,182,153,43.466%,https://www.acmicpc.net/problem/22236
12762,Gold IV,롤러코스터,447,184,153,44.348%,https://www.acmicpc.net/problem/12762
12019,Gold I,동아리방 청소!,645,210,153,39.433%,https://www.acmicpc.net/problem/12019
1663,Gold I,XYZ 문자열,902,186,153,25.671%,https://www.acmicpc.net/problem/1663
31910,Silver II,이진수 격자,329,176,152,56.089%,https://www.acmicpc.net/problem/31910
31670,Silver II,특별한 마법 공격,589,188,152,40.970%,https://www.acmicpc.net/problem/31670
28422,Silver I,XOR 카드 게임,407,187,152,44.186%,https://www.acmicpc.net/problem/28422
24430,Gold IV,알고리즘 수업 - 행렬 경로 문제 7,405,245,152,64.135%,https://www.acmicpc.net/problem/24430
20667,Gold I,크롬,1155,219,152,19.119%,https://www.acmicpc.net/problem/20667
31861,Silver I,비밀번호 만들기,343,173,151,54.710%,https://www.acmicpc.net/problem/31861
18858,Gold III,훈련소로 가는 날,456,177,151,44.023%,https://www.acmicpc.net/problem/18858
26156,Gold III,나락도 락이다,617,190,149,32.675%,https://www.acmicpc.net/problem/26156
16132,Gold IV,그룹 나누기 (Subset),299,170,149,60.816%,https://www.acmicpc.net/problem/16132
27163,Gold I,벚꽃 내리는 시대에 결투를,1138,229,148,19.499%,https://www.acmicpc.net/problem/27163
23257,Gold III,비트코인은 신이고 나는 무적이다,611,187,147,33.409%,https://www.acmicpc.net/problem/23257
17841,Gold III,UNIST는 무엇의 약자일까?,423,182,147,43.363%,https://www.acmicpc.net/problem/17841
17180,Gold II,문자열 비교하기,444,187,147,50.171%,https://www.acmicpc.net/problem/17180
15673,Gold II,헤븐스 키친 2,547,197,147,34.346%,https://www.acmicpc.net/problem/15673
