문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
2935,Bronze III,소음,22179,12648,11865,60.952%,https://www.acmicpc.net/problem/2935
1159,Bronze II,농구 경기,26982,14310,11819,52.879%,https://www.acmicpc.net/problem/1159
10820,Bronze II,문자열 분석,34325,14021,11634,41.442%,https://www.acmicpc.net/problem/10820
1357,Bronze I,뒤집힌 덧셈,23697,12844,11317,54.793%,https://www.acmicpc.net/problem/1357
1543,Silver V,문서 검색,30014,13523,10836,44.705%,https://www.acmicpc.net/problem/1543
11365,Bronze IV,!밀비 급일,18544,11758,10717,64.908%,https://www.acmicpc.net/problem/11365
1120,Silver IV,문자열,21112,12127,10590,58.991%,https://www.acmicpc.net/problem/1120
1213,Silver III,팰린드롬 만들기,31724,13771,10370,42.591%,https://www.acmicpc.net/problem/1213
5525,Silver I,IOIOI,45101,12690,10342,29.758%,https://www.acmicpc.net/problem/5525
5052,Gold IV,전화번호 목록,47872,15874,9863,30.904%,https://www.acmicpc.net/problem/5052
10987,Bronze IV,모음의 개수,12277,10092,9407,83.336%,https://www.acmicpc.net/problem/10987
2864,Bronze II,5와 6의 차이,13521,10069,9144,75.884%,https://www.acmicpc.net/problem/2864
1786,Platinum V,찾기,45809,14029,8425,30.526%,https://www.acmicpc.net/problem/1786
10102,Bronze III,개표,13559,8793,8261,65.788%,https://www.acmicpc.net/problem/10102
1919,Bronze II,애너그램 만들기,16899,9871,8238,58.995%,https://www.acmicpc.net/problem/1919
5635,Silver V,생일,13706,9073,8058,68.144%,https://www.acmicpc.net/problem/5635
20920,Silver III,영단어 암기는 괴로워,22276,10123,8034,45.120%,https://www.acmicpc.net/problem/20920
12904,Gold V,A와 B,19421,9227,7648,46.797%,https://www.acmicpc.net/problem/12904
1652,Silver V,누울 자리를 찾아라,21218,8865,7545,43.077%,https://www.acmicpc.net/problem/1652
31403,Bronze IV,A+B−C,11950,7596,7201,64.185%,https://www.acmicpc.net/problem/31403
4470,Bronze IV,줄번호,13300,7731,7195,60.249%,https://www.acmicpc.net/problem/4470
12891,Silver II,DNA 비밀번호,26330,9486,6941,34.815%,https://www.acmicpc.net/problem/12891
11945,Bronze IV,뜨거운 붕어빵,12477,7581,6857,63.632%,https://www.acmicpc.net/problem/11945
1225,Bronze II,이상한 곱셈,21048,7896,6802,38.564%,https://www.acmicpc.net/problem/1225
2711,Bronze II,오타맨 고창영,10954,7353,6646,68.835%,https://www.acmicpc.net/problem/2711
5598,Bronze II,카이사르 암호,13206,7287,6567,56.311%,https://www.acmicpc.net/problem/5598
5582,Gold V,공통 부분 문자열,20359,8323,6527,42.493%,https://www.acmicpc.net/problem/5582
5524,Bronze IV,입실 관리,8731,6831,6456,79.719%,https://www.acmicpc.net/problem/5524
4458,Bronze III,첫 글자를 대문자로,14080,7008,6302,51.728%,https://www.acmicpc.net/problem/4458
25372,Bronze V,성택이의 은밀한 비밀번호,10113,6705,6274,67.695%,https://www.acmicpc.net/problem/25372
17609,Gold V,회문,29911,8428,6236,28.974%,https://www.acmicpc.net/problem/17609
2789,Bronze II,유학 금지,9278,6778,6215,74.619%,https://www.acmicpc.net/problem/2789
4659,Silver V,비밀번호 발음하기,16381,7883,6149,49.012%,https://www.acmicpc.net/problem/4659
5988,Bronze III,홀수일까 짝수일까,14734,6700,6097,49.060%,https://www.acmicpc.net/problem/5988
2810,Bronze I,컵홀더,12533,6786,5907,54.272%,https://www.acmicpc.net/problem/2810
2857,Bronze III,FBI,12943,6570,5867,51.610%,https://www.acmicpc.net/problem/2857
11098,Bronze II,첼시를 도와줘!,11369,6517,5790,59.562%,https://www.acmicpc.net/problem/11098
10821,Bronze II,정수의 개수,7343,6149,5653,84.588%,https://www.acmicpc.net/problem/10821
1969,Silver IV,DNA,12158,6752,5642,57.536%,https://www.acmicpc.net/problem/1969
4358,Silver II,생태학,20123,7625,5563,36.378%,https://www.acmicpc.net/problem/4358
18406,Bronze II,럭키 스트레이트,9510,6813,5537,71.788%,https://www.acmicpc.net/problem/18406
1769,Silver V,3의 배수,21719,6562,5446,31.140%,https://www.acmicpc.net/problem/1769
1251,Silver V,단어 나누기,14700,6274,5406,46.332%,https://www.acmicpc.net/problem/1251
9996,Silver III,한국이 그리울 땐 서버에 접속하지,27009,7597,5313,26.504%,https://www.acmicpc.net/problem/9996
1013,Gold V,Contact,18235,6651,5290,36.959%,https://www.acmicpc.net/problem/1013
11328,Bronze II,Strfry,15044,6406,4972,41.121%,https://www.acmicpc.net/problem/11328
1371,Bronze II,가장 많은 글자,14765,5713,4795,40.509%,https://www.acmicpc.net/problem/1371
15904,Silver V,UCPC는 무엇의 약자일까?,13572,5544,4707,41.493%,https://www.acmicpc.net/problem/15904
5218,Bronze II,알파벳 거리,8000,5123,4629,65.706%,https://www.acmicpc.net/problem/5218
20291,Silver III,파일 정리,8964,6077,4587,67.976%,https://www.acmicpc.net/problem/20291
10822,Bronze II,더하기,6153,4980,4518,82.355%,https://www.acmicpc.net/problem/10822
1254,Silver II,팰린드롬 만들기,11744,5288,4442,46.768%,https://www.acmicpc.net/problem/1254
1958,Gold IV,LCS 3,10685,5271,4291,50.275%,https://www.acmicpc.net/problem/1958
2607,Silver II,비슷한 단어,20245,5330,4231,28.011%,https://www.acmicpc.net/problem/2607
12919,Gold V,A와 B 2,16171,5290,4216,31.533%,https://www.acmicpc.net/problem/12919
12605,Bronze II,단어순서 뒤집기,7873,4825,4146,61.899%,https://www.acmicpc.net/problem/12605
14725,Gold III,개미굴,8112,5325,4126,66.875%,https://www.acmicpc.net/problem/14725
16916,Bronze II,부분 문자열,17519,5470,4110,36.660%,https://www.acmicpc.net/problem/16916
3059,Bronze III,등장하지 않는 문자의 합,7408,4464,4076,60.818%,https://www.acmicpc.net/problem/3059
28702,Bronze I,FizzBuzz,7223,4514,4057,63.331%,https://www.acmicpc.net/problem/28702
2495,Bronze II,연속구간,9942,4528,4017,47.365%,https://www.acmicpc.net/problem/2495
14490,Silver V,백대열,6344,4432,4009,71.859%,https://www.acmicpc.net/problem/14490
11283,Bronze IV,한글 2,5705,4281,4000,78.140%,https://www.acmicpc.net/problem/11283
5586,Bronze II,JOI와 IOI,5451,4241,3903,78.737%,https://www.acmicpc.net/problem/5586
27889,Bronze V,특별한 학교 이름,5852,4038,3850,70.970%,https://www.acmicpc.net/problem/27889
7490,Gold V,0 만들기,10176,5077,3811,48.809%,https://www.acmicpc.net/problem/7490
6996,Bronze I,애너그램,8746,4319,3723,51.572%,https://www.acmicpc.net/problem/6996
2870,Silver IV,수학숙제,14625,4908,3637,32.858%,https://www.acmicpc.net/problem/2870
1305,Platinum IV,광고,8150,4291,3541,55.843%,https://www.acmicpc.net/problem/1305
2002,Silver II,추월,9541,4324,3506,45.687%,https://www.acmicpc.net/problem/2002
1356,Bronze I,유진수,8100,3865,3456,49.091%,https://www.acmicpc.net/problem/1356
3062,Bronze II,수 뒤집기,6625,3826,3381,59.950%,https://www.acmicpc.net/problem/3062
9933,Bronze I,민균이의 비밀번호,8874,3891,3327,44.390%,https://www.acmicpc.net/problem/9933
1755,Silver IV,숫자놀이,6073,3758,3316,63.941%,https://www.acmicpc.net/problem/1755
11816,Bronze II,"8진수, 10진수, 16진수",5253,3720,3310,71.972%,https://www.acmicpc.net/problem/11816
1551,Bronze I,수열의 변화,6059,3521,3157,59.985%,https://www.acmicpc.net/problem/1551
11944,Bronze II,NN,8692,3399,3093,40.875%,https://www.acmicpc.net/problem/11944
5555,Silver V,반지,5567,3434,3091,63.509%,https://www.acmicpc.net/problem/5555
10769,Bronze I,행복한지 슬픈지,5321,3363,3044,64.683%,https://www.acmicpc.net/problem/10769
2153,Bronze II,소수 단어,9021,3427,3003,40.249%,https://www.acmicpc.net/problem/2153
11586,Bronze III,지영 공주님의 마법 거울,4656,3199,2970,69.915%,https://www.acmicpc.net/problem/11586
2804,Bronze I,크로스워드 만들기,6161,3272,2965,54.836%,https://www.acmicpc.net/problem/2804
3029,Bronze III,경고,8821,3292,2915,38.139%,https://www.acmicpc.net/problem/3029
1235,Silver IV,학생 번호,6721,3285,2835,49.877%,https://www.acmicpc.net/problem/1235
2852,Silver III,NBA 농구,9086,4068,2834,44.164%,https://www.acmicpc.net/problem/2852
3028,Bronze II,창영마을,3885,3034,2825,79.109%,https://www.acmicpc.net/problem/3028
2386,Bronze II,도비의 영어 공부,5470,3142,2815,59.476%,https://www.acmicpc.net/problem/2386
25640,Bronze IV,MBTI,3535,2948,2806,84.467%,https://www.acmicpc.net/problem/25640
14405,Silver V,피카츄,6981,3400,2797,48.425%,https://www.acmicpc.net/problem/14405
2999,Bronze I,비밀 이메일,7092,3179,2792,45.317%,https://www.acmicpc.net/problem/2999
16120,Gold IV,PPAP,11285,3635,2752,31.188%,https://www.acmicpc.net/problem/16120
6378,Bronze III,디지털 루트,6846,3015,2725,46.781%,https://www.acmicpc.net/problem/6378
1296,Bronze I,팀 이름 정하기,6666,3068,2714,48.945%,https://www.acmicpc.net/problem/1296
4889,Silver I,안정적인 문자열,6987,3304,2710,46.580%,https://www.acmicpc.net/problem/4889
15353,Silver III,큰 수 A+B (2),6694,3279,2686,53.774%,https://www.acmicpc.net/problem/15353
1871,Bronze II,좋은 자동차 번호판,4779,2925,2681,63.546%,https://www.acmicpc.net/problem/1871
6321,Bronze III,IBM 빼기 1,6023,2935,2669,49.099%,https://www.acmicpc.net/problem/6321
1701,Gold III,Cubeditor,10495,3490,2665,34.539%,https://www.acmicpc.net/problem/1701
5789,Bronze III,한다 안한다,4989,2866,2655,59.066%,https://www.acmicpc.net/problem/5789
28691,Bronze V,정보보호학부 동아리 소개,3500,2740,2639,78.823%,https://www.acmicpc.net/problem/28691
25757,Silver V,임스와 함께하는 미니게임,4405,2992,2622,69.383%,https://www.acmicpc.net/problem/25757
20437,Gold V,문자열 게임 2,7705,3387,2528,42.523%,https://www.acmicpc.net/problem/20437
2671,Gold V,잠수함식별,8250,3381,2524,41.181%,https://www.acmicpc.net/problem/2671
17202,Bronze I,핸드폰 번호 궁합,3760,2843,2518,77.192%,https://www.acmicpc.net/problem/17202
5670,Platinum IV,휴대폰 자판,10223,3823,2492,34.363%,https://www.acmicpc.net/problem/5670
21964,Bronze IV,선린인터넷고등학교 교가,3725,2694,2464,74.306%,https://www.acmicpc.net/problem/21964
2954,Bronze II,창영이의 일기장,4059,2708,2463,69.773%,https://www.acmicpc.net/problem/2954
3613,Silver III,Java vs C++,14495,2920,2392,20.717%,https://www.acmicpc.net/problem/3613
2998,Bronze II,8진수,4208,2580,2385,64.634%,https://www.acmicpc.net/problem/2998
26068,Bronze IV,치킨댄스를 추는 곰곰이를 본 임스 2,3432,2516,2330,74.871%,https://www.acmicpc.net/problem/26068
19583,Silver II,싸이버개강총회,7627,3178,2317,40.387%,https://www.acmicpc.net/problem/19583
4354,Platinum V,문자열 제곱,9498,3097,2306,33.927%,https://www.acmicpc.net/problem/4354
1864,Bronze II,문어 숫자,3521,2493,2289,72.805%,https://www.acmicpc.net/problem/1864
3449,Bronze III,해밍 거리,3251,2458,2285,76.704%,https://www.acmicpc.net/problem/3449
2204,Bronze I,도비의 난독증 테스트,4922,2651,2274,57.150%,https://www.acmicpc.net/problem/2204
1718,Bronze II,암호,5138,2711,2262,55.211%,https://www.acmicpc.net/problem/1718
11899,Silver III,괄호 끼워넣기,3476,2571,2256,75.705%,https://www.acmicpc.net/problem/11899
6550,Silver V,부분 문자열,7225,2782,2246,39.163%,https://www.acmicpc.net/problem/6550
2800,Gold IV,괄호 제거,7800,3035,2238,37.151%,https://www.acmicpc.net/problem/2800
13413,Silver IV,오셀로 재배치,4927,2834,2235,58.173%,https://www.acmicpc.net/problem/13413
13417,Silver III,카드 문자열,4291,2581,2204,61.841%,https://www.acmicpc.net/problem/13417
1141,Silver I,접두사,4777,2563,2161,55.424%,https://www.acmicpc.net/problem/1141
12813,Bronze II,이진수 연산,4321,2569,2149,60.741%,https://www.acmicpc.net/problem/12813
29699,Bronze V,Welcome to SMUPC!,4345,2272,2144,53.109%,https://www.acmicpc.net/problem/29699
16171,Bronze II,나는 친구가 적다 (Small),4647,2447,2128,53.656%,https://www.acmicpc.net/problem/16171
8595,Bronze I,히든 넘버,8428,2822,2120,31.505%,https://www.acmicpc.net/problem/8595
13163,Bronze II,닉네임에 갓 붙이기,3830,2443,2119,66.054%,https://www.acmicpc.net/problem/13163
13235,Bronze II,팰린드롬,3344,2328,2106,71.951%,https://www.acmicpc.net/problem/13235
10823,Bronze I,더하기 2,4399,2438,2105,57.877%,https://www.acmicpc.net/problem/10823
28074,Bronze IV,모비스,3176,2226,2093,72.148%,https://www.acmicpc.net/problem/28074
10173,Bronze II,니모를 찾아서,4682,2324,2090,53.303%,https://www.acmicpc.net/problem/10173
5704,Bronze II,팬그램,3524,2275,2052,66.300%,https://www.acmicpc.net/problem/5704
29731,Bronze V,2033년 밈 투표,4812,2201,2047,47.144%,https://www.acmicpc.net/problem/29731
22233,Silver III,가희와 키워드,6483,2652,2022,39.141%,https://www.acmicpc.net/problem/22233
9536,Silver III,여우는 어떻게 울지?,5404,2453,2018,45.605%,https://www.acmicpc.net/problem/9536
4740,Bronze III,"거울, 오! 거울",3734,2182,1992,61.777%,https://www.acmicpc.net/problem/4740
20365,Silver III,블로그2,5210,2427,1987,45.879%,https://www.acmicpc.net/problem/20365
2596,Bronze I,비밀편지,4673,2547,1967,56.377%,https://www.acmicpc.net/problem/2596
15312,Silver V,이름 궁합,4139,2300,1942,55.998%,https://www.acmicpc.net/problem/15312
3048,Silver IV,개미,5133,2339,1898,46.046%,https://www.acmicpc.net/problem/3048
11536,Silver V,줄 세우기,3069,2088,1885,70.310%,https://www.acmicpc.net/problem/11536
3035,Bronze I,스캐너,3010,2069,1873,70.626%,https://www.acmicpc.net/problem/3035
9243,Bronze II,파일 완전 삭제,3471,2050,1870,61.839%,https://www.acmicpc.net/problem/9243
5026,Bronze II,박사 과정,3025,2023,1851,68.051%,https://www.acmicpc.net/problem/5026
17249,Bronze II,태보태보 총난타,2612,2024,1848,78.739%,https://www.acmicpc.net/problem/17249
11179,Bronze I,2진수 뒤집기,2494,2003,1837,81.972%,https://www.acmicpc.net/problem/11179
27160,Bronze II,할리갈리,3512,2270,1826,65.613%,https://www.acmicpc.net/problem/27160
13420,Bronze II,사칙연산,3682,2032,1824,57.000%,https://www.acmicpc.net/problem/13420
12871,Silver V,무한 문자열,5942,2137,1824,37.073%,https://www.acmicpc.net/problem/12871
20310,Silver III,타노스,4470,2043,1813,49.794%,https://www.acmicpc.net/problem/20310
5656,Bronze II,비교 연산자,3499,2070,1811,60.447%,https://www.acmicpc.net/problem/5656
2608,Gold V,로마 숫자,4582,2146,1808,49.821%,https://www.acmicpc.net/problem/2608
20540,Bronze III,연길이의 이상형,2473,1966,1802,81.428%,https://www.acmicpc.net/problem/20540
10174,Bronze II,팰린드롬,4282,2023,1796,52.179%,https://www.acmicpc.net/problem/10174
15927,Gold V,회문은 회문아니야!!,5166,2162,1785,41.348%,https://www.acmicpc.net/problem/15927
1515,Silver III,수 이어 쓰기,4369,2092,1747,49.322%,https://www.acmicpc.net/problem/1515
18312,Bronze II,시각,5043,2026,1724,40.469%,https://www.acmicpc.net/problem/18312
8892,Silver V,팰린드롬,4829,2199,1714,46.895%,https://www.acmicpc.net/problem/8892
15813,Bronze II,너의 이름은 몇 점이니?,2119,1824,1707,87.494%,https://www.acmicpc.net/problem/15813
5363,Bronze II,요다,2534,1813,1660,73.712%,https://www.acmicpc.net/problem/5363
11383,Bronze I,뚊,2844,1812,1655,65.363%,https://www.acmicpc.net/problem/11383
1380,Silver V,귀걸이,4157,1854,1654,48.633%,https://www.acmicpc.net/problem/1380
1414,Gold III,불우이웃돕기,4409,2065,1647,46.710%,https://www.acmicpc.net/problem/1414
20944,Bronze III,팰린드롬 척화비,2282,1813,1621,81.704%,https://www.acmicpc.net/problem/20944
1672,Bronze I,DNA 해독,5131,1956,1607,43.421%,https://www.acmicpc.net/problem/1672
4447,Bronze II,좋은놈 나쁜놈,3331,1732,1606,53.338%,https://www.acmicpc.net/problem/4447
1283,Silver I,단축키 지정,5198,1991,1580,39.333%,https://www.acmicpc.net/problem/1283
17094,Bronze III,Serious Problem,2404,1709,1575,72.849%,https://www.acmicpc.net/problem/17094
8949,Bronze II,대충 더해,2408,1693,1560,71.560%,https://www.acmicpc.net/problem/8949
2290,Silver II,LCD Test,3837,1955,1558,51.589%,https://www.acmicpc.net/problem/2290
3023,Bronze I,마술사 이민혁,2927,1721,1542,61.021%,https://www.acmicpc.net/problem/3023
2684,Bronze I,동전 게임,2045,1667,1538,83.406%,https://www.acmicpc.net/problem/2684
3568,Silver III,iSharp,4557,1843,1524,41.678%,https://www.acmicpc.net/problem/3568
1855,Bronze I,암호,2730,1676,1524,64.631%,https://www.acmicpc.net/problem/1855
20528,Bronze II,끝말잇기,2454,1703,1517,70.427%,https://www.acmicpc.net/problem/20528
3076,Bronze II,상근이의 체스판,2457,1662,1514,70.255%,https://www.acmicpc.net/problem/3076
6443,Gold V,애너그램,6334,2069,1506,32.818%,https://www.acmicpc.net/problem/6443
12933,Silver II,오리,5805,1930,1463,33.540%,https://www.acmicpc.net/problem/12933
17350,Bronze III,2루수 이름이 뭐야,2486,1598,1461,65.078%,https://www.acmicpc.net/problem/17350
11091,Bronze II,알파벳 전부 쓰기,2454,1611,1449,67.710%,https://www.acmicpc.net/problem/11091
9946,Bronze I,단어 퍼즐,2656,1693,1446,65.253%,https://www.acmicpc.net/problem/9946
7600,Bronze II,문자가 몇갤까,2327,1661,1439,72.677%,https://www.acmicpc.net/problem/7600
9324,Silver IV,진짜 메시지,4703,1732,1428,38.039%,https://www.acmicpc.net/problem/9324
3107,Silver I,IPv6,5032,1768,1417,36.940%,https://www.acmicpc.net/problem/3107
10266,Platinum IV,시계 사진들,3702,1781,1398,48.324%,https://www.acmicpc.net/problem/10266
9342,Silver III,염색체,2660,1799,1381,69.747%,https://www.acmicpc.net/problem/9342
23303,Bronze III,이 문제는 D2 입니다.,2325,1537,1379,70.754%,https://www.acmicpc.net/problem/23303
14426,Silver I,접두사 찾기,6331,1899,1377,35.748%,https://www.acmicpc.net/problem/14426
1340,Silver V,연도 진행바,3521,1568,1368,47.075%,https://www.acmicpc.net/problem/1340
12780,Bronze II,원피스,2520,1525,1356,62.374%,https://www.acmicpc.net/problem/12780
14726,Bronze II,신용카드 판별,2555,1685,1353,67.956%,https://www.acmicpc.net/problem/14726
29766,Bronze IV,DKSH 찾기,2087,1418,1351,69.603%,https://www.acmicpc.net/problem/29766
30999,Bronze IV,민주주의,1900,1411,1350,75.758%,https://www.acmicpc.net/problem/30999
9046,Bronze II,복호화,3672,1603,1339,46.396%,https://www.acmicpc.net/problem/9046
4597,Bronze II,패리티,1850,1451,1338,79.928%,https://www.acmicpc.net/problem/4597
30402,Bronze IV,감마선을 맞은 컴퓨터,2206,1366,1300,64.356%,https://www.acmicpc.net/problem/30402
15947,Bronze I,아기 석환 뚜루루 뚜루,2892,1459,1296,50.408%,https://www.acmicpc.net/problem/15947
9081,Silver I,단어 맞추기,3830,1573,1288,44.629%,https://www.acmicpc.net/problem/9081
30501,Bronze IV,관공... 어찌하여 목만 오셨소...,1665,1342,1285,82.319%,https://www.acmicpc.net/problem/30501
16719,Gold V,ZOAC,3049,1559,1282,53.708%,https://www.acmicpc.net/problem/16719
1544,Silver IV,사이클 단어,2746,1576,1278,59.916%,https://www.acmicpc.net/problem/1544
16500,Gold V,문자열 판별,5837,1694,1264,31.935%,https://www.acmicpc.net/problem/16500
2154,Bronze II,수 이어 쓰기 3,2696,1526,1257,59.829%,https://www.acmicpc.net/problem/2154
11585,Platinum V,속타는 저녁 메뉴,4220,1640,1243,38.199%,https://www.acmicpc.net/problem/11585
9322,Silver IV,철벽 보안 알고리즘,2296,1565,1241,69.798%,https://www.acmicpc.net/problem/9322
1036,Gold I,36진수,6786,1665,1235,24.879%,https://www.acmicpc.net/problem/1036
28432,Silver V,끝말잇기,5575,1402,1226,26.957%,https://www.acmicpc.net/problem/28432
16172,Bronze II,나는 친구가 적다 (Large),4210,1520,1208,41.698%,https://www.acmicpc.net/problem/16172
10205,Bronze III,헤라클레스와 히드라,2371,1281,1203,55.489%,https://www.acmicpc.net/problem/10205
23080,Bronze III,스키테일 암호,1804,1311,1199,74.704%,https://www.acmicpc.net/problem/23080
2866,Gold V,문자열 잘라내기,4356,1683,1197,39.297%,https://www.acmicpc.net/problem/2866
14647,Bronze I,준오는 조류혐오야!!,2569,1439,1186,56.530%,https://www.acmicpc.net/problem/14647
1972,Silver III,놀라운 문자열,2395,1389,1176,60.153%,https://www.acmicpc.net/problem/1972
18238,Bronze II,ZOAC 2,1741,1312,1166,77.424%,https://www.acmicpc.net/problem/18238
2257,Silver II,화학식량,3232,1409,1138,47.595%,https://www.acmicpc.net/problem/2257
3181,Bronze II,줄임말 만들기,2125,1302,1133,63.759%,https://www.acmicpc.net/problem/3181
31495,Bronze IV,그게 무슨 코드니..,3760,1236,1130,33.691%,https://www.acmicpc.net/problem/31495
15351,Bronze II,인생 점수,1808,1321,1125,75.000%,https://www.acmicpc.net/problem/15351
21734,Bronze II,SMUPC의 등장,1582,1187,1103,77.567%,https://www.acmicpc.net/problem/21734
14468,Silver IV,소가 길을 건너간 이유 2,2456,1284,1094,55.759%,https://www.acmicpc.net/problem/14468
27964,Silver V,콰트로치즈피자,2041,1183,1092,58.271%,https://www.acmicpc.net/problem/27964
5426,Silver V,비밀 편지,1691,1169,1061,71.689%,https://www.acmicpc.net/problem/5426
14713,Silver II,앵무새,4814,1416,1058,28.860%,https://www.acmicpc.net/problem/14713
2469,Gold V,사다리 타기,3343,1338,1053,40.145%,https://www.acmicpc.net/problem/2469
9047,Bronze I,6174,2957,1226,1047,43.698%,https://www.acmicpc.net/problem/9047
15814,Bronze II,야바위 대장,1309,1106,1045,87.521%,https://www.acmicpc.net/problem/15814
15881,Bronze I,Pen Pineapple Apple Pen,2291,1172,1019,52.472%,https://www.acmicpc.net/problem/15881
14915,Bronze II,진수 변환기,2591,1145,1018,45.064%,https://www.acmicpc.net/problem/14915
2890,Silver V,카약,2263,1145,1017,54.943%,https://www.acmicpc.net/problem/2890
25915,Bronze III,연세여 사랑한다,1270,1092,996,87.831%,https://www.acmicpc.net/problem/25915
4613,Bronze II,Quicksum,1354,1083,993,83.375%,https://www.acmicpc.net/problem/4613
1605,Platinum III,반복 부분문자열,4249,1442,982,42.863%,https://www.acmicpc.net/problem/1605
31428,Bronze IV,엘리스 트랙 매칭,1203,1019,969,85.904%,https://www.acmicpc.net/problem/31428
