문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
24062,Gold V,알고리즘 수업 - 병합 정렬 3,1056,157,117,20.782%,https://www.acmicpc.net/problem/24062
15703,Gold IV,주사위 쌓기,383,145,117,43.173%,https://www.acmicpc.net/problem/15703
10777,Platinum III,허니버터칩,512,158,117,29.104%,https://www.acmicpc.net/problem/10777
2995,Platinum IV,생일,324,133,117,42.857%,https://www.acmicpc.net/problem/2995
31673,Silver III,특별한 학생회장 교체,359,145,116,38.538%,https://www.acmicpc.net/problem/31673
18859,Platinum IV,부모님께 큰절 하고,806,135,116,19.496%,https://www.acmicpc.net/problem/18859
16906,Platinum V,욱제어,436,144,115,34.125%,https://www.acmicpc.net/problem/16906
12731,Gold V,열차 시간표(Small),320,131,114,45.783%,https://www.acmicpc.net/problem/12731
31674,Silver II,특별한 기술력,451,139,113,30.707%,https://www.acmicpc.net/problem/31674
1858,Platinum V,기울기가 가장 큰 두 점,1165,134,113,15.893%,https://www.acmicpc.net/problem/1858
25428,Platinum V,분필 도둑,300,140,110,58.201%,https://www.acmicpc.net/problem/25428
30827,Gold IV,회의실 배정,367,131,109,39.927%,https://www.acmicpc.net/problem/30827
22238,Gold IV,가희와 btd5,1161,169,108,12.706%,https://www.acmicpc.net/problem/22238
2881,Gold II,산책길,470,160,108,42.353%,https://www.acmicpc.net/problem/2881
32125,Platinum V,일꾼 고용,268,128,107,48.416%,https://www.acmicpc.net/problem/32125
2886,Gold I,자리 전쟁,762,135,107,22.062%,https://www.acmicpc.net/problem/2886
2123,Platinum V,인간 탑 쌓기,360,127,107,38.078%,https://www.acmicpc.net/problem/2123
11917,Gold III,이상한 수열,452,126,106,28.042%,https://www.acmicpc.net/problem/11917
24092,Silver I,알고리즘 수업 - 퀵 정렬 3,959,158,105,18.885%,https://www.acmicpc.net/problem/24092
20956,Gold IV,아이스크림 도둑 지호,300,131,105,49.528%,https://www.acmicpc.net/problem/20956
32247,Silver I,이상한 나라의 끈끈이주걱,623,151,104,24.940%,https://www.acmicpc.net/problem/32247
32028,Gold I,이진 검색 트리 복원하기,289,114,104,47.273%,https://www.acmicpc.net/problem/32028
27654,Platinum V,시험,554,173,104,25.616%,https://www.acmicpc.net/problem/27654
27376,Silver IV,참살이길,488,138,104,32.000%,https://www.acmicpc.net/problem/27376
5461,Platinum IV,고용,595,129,104,20.594%,https://www.acmicpc.net/problem/5461
11037,Gold IV,중복 없는 수,401,133,103,37.868%,https://www.acmicpc.net/problem/11037
28448,Platinum V,광기의 PS,300,124,101,43.534%,https://www.acmicpc.net/problem/28448
28284,Gold II,스터디 카페,455,129,101,35.069%,https://www.acmicpc.net/problem/28284
26159,Gold II,트리와 수열,351,150,101,39.608%,https://www.acmicpc.net/problem/26159
27279,Gold IV,조사전달,298,122,100,42.373%,https://www.acmicpc.net/problem/27279
