문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
1655,Gold II,가운데를 말해요,69754,20646,15428,30.425%,https://www.acmicpc.net/problem/1655
1918,Gold II,후위 표기식,52054,20018,15298,38.013%,https://www.acmicpc.net/problem/1918
17413,Silver III,단어 뒤집기 2,34710,19571,15220,56.850%,https://www.acmicpc.net/problem/17413
2504,Gold V,괄호의 값,66776,19013,14364,30.994%,https://www.acmicpc.net/problem/2504
1976,Gold IV,여행 가자,49382,19158,14011,37.167%,https://www.acmicpc.net/problem/1976
2042,Gold I,구간 합 구하기,104526,26571,13682,25.565%,https://www.acmicpc.net/problem/2042
1202,Gold II,보석 도둑,78979,19172,13261,22.514%,https://www.acmicpc.net/problem/1202
5397,Silver II,키로거,63677,18643,12859,27.714%,https://www.acmicpc.net/problem/5397
1302,Silver IV,베스트셀러,28094,15202,12622,54.347%,https://www.acmicpc.net/problem/1302
1043,Gold IV,거짓말,35987,16139,12512,45.237%,https://www.acmicpc.net/problem/1043
7662,Gold IV,이중 우선순위 큐,74555,16902,12446,22.017%,https://www.acmicpc.net/problem/7662
1766,Gold II,문제집,31964,15712,12164,48.991%,https://www.acmicpc.net/problem/1766
11000,Gold V,강의실 배정,54411,16341,12044,29.457%,https://www.acmicpc.net/problem/11000
2346,Silver III,풍선 터뜨리기,34855,14684,11854,43.779%,https://www.acmicpc.net/problem/2346
3986,Silver IV,좋은 단어,26649,14761,11753,56.418%,https://www.acmicpc.net/problem/3986
28278,Silver IV,스택 2,37697,13704,11416,36.884%,https://www.acmicpc.net/problem/28278
2161,Silver V,카드1,18531,12300,10881,68.741%,https://www.acmicpc.net/problem/2161
2075,Silver II,N번째 큰 수,36621,14845,10791,39.119%,https://www.acmicpc.net/problem/2075
11652,Silver IV,카드,47453,14258,10784,29.840%,https://www.acmicpc.net/problem/11652
6549,Platinum V,히스토그램에서 가장 큰 직사각형,58325,16147,10622,27.290%,https://www.acmicpc.net/problem/6549
1253,Gold IV,좋다,55352,14123,10150,24.257%,https://www.acmicpc.net/problem/1253
17608,Bronze II,막대기,29143,12342,9970,43.108%,https://www.acmicpc.net/problem/17608
5052,Gold IV,전화번호 목록,47872,15874,9863,30.904%,https://www.acmicpc.net/problem/5052
2357,Gold I,최솟값과 최댓값,27158,13387,9757,51.913%,https://www.acmicpc.net/problem/2357
16235,Gold III,나무 재테크,65806,16501,9360,22.497%,https://www.acmicpc.net/problem/16235
12789,Silver III,도키도키 간식드리미,31870,10887,9105,33.795%,https://www.acmicpc.net/problem/12789
4195,Gold II,친구 네트워크,50288,14500,9048,26.970%,https://www.acmicpc.net/problem/4195
11003,Platinum V,최솟값 찾기,42202,13141,8628,30.777%,https://www.acmicpc.net/problem/11003
2605,Bronze II,줄 세우기,14818,10058,8576,68.978%,https://www.acmicpc.net/problem/2605
20920,Silver III,영단어 암기는 괴로워,22276,10123,8034,45.120%,https://www.acmicpc.net/problem/20920
25192,Silver IV,인사성 밝은 곰곰이,20060,9100,7642,46.918%,https://www.acmicpc.net/problem/25192
20040,Gold IV,사이클 게임,19355,10311,7623,50.118%,https://www.acmicpc.net/problem/20040
10868,Gold I,최솟값,20408,10310,7600,54.027%,https://www.acmicpc.net/problem/10868
2143,Gold III,두 배열의 합,31858,11221,7556,32.175%,https://www.acmicpc.net/problem/2143
11505,Gold I,구간 곱 구하기,28606,9928,7438,32.954%,https://www.acmicpc.net/problem/11505
2812,Gold III,크게 만들기,35358,10220,7404,28.160%,https://www.acmicpc.net/problem/2812
15903,Silver I,카드 합체 놀이,19639,8723,7220,43.734%,https://www.acmicpc.net/problem/15903
2776,Silver IV,암기왕,31399,10742,7210,32.102%,https://www.acmicpc.net/problem/2776
17299,Gold III,오등큰수,19605,9115,7037,45.680%,https://www.acmicpc.net/problem/17299
13335,Silver I,트럭,16093,8850,7035,56.583%,https://www.acmicpc.net/problem/13335
1939,Gold III,중량제한,39374,10930,6729,25.915%,https://www.acmicpc.net/problem/1939
28279,Silver IV,덱 2,15063,7341,6563,49.682%,https://www.acmicpc.net/problem/28279
1517,Platinum V,버블 소트,34025,9530,6529,30.338%,https://www.acmicpc.net/problem/1517
1417,Silver V,국회의원 선거,17274,7542,6435,44.771%,https://www.acmicpc.net/problem/1417
10775,Gold II,공항,24216,8588,6433,35.399%,https://www.acmicpc.net/problem/10775
2304,Silver II,창고 다각형,19876,8259,6421,41.442%,https://www.acmicpc.net/problem/2304
6198,Gold V,옥상 정원 꾸미기,21590,8051,6086,35.456%,https://www.acmicpc.net/problem/6198
26069,Silver IV,붙임성 좋은 총총이,10893,6824,6024,63.151%,https://www.acmicpc.net/problem/26069
3015,Platinum V,오아시스 재결합,27591,7398,5642,27.260%,https://www.acmicpc.net/problem/3015
4358,Silver II,생태학,20123,7625,5563,36.378%,https://www.acmicpc.net/problem/4358
2910,Silver III,빈도 정렬,12802,7100,5377,55.296%,https://www.acmicpc.net/problem/2910
1525,Gold II,퍼즐,18523,8159,5124,42.544%,https://www.acmicpc.net/problem/1525
3197,Platinum V,백조의 호수,39510,8110,5061,19.327%,https://www.acmicpc.net/problem/3197
1275,Gold I,커피숍2,20466,6494,5017,31.009%,https://www.acmicpc.net/problem/1275
5568,Silver IV,카드 놓기,9221,6118,4863,67.504%,https://www.acmicpc.net/problem/5568
13904,Gold III,과제,11377,6074,4824,53.028%,https://www.acmicpc.net/problem/13904
4803,Gold IV,트리,19969,6929,4813,32.617%,https://www.acmicpc.net/problem/4803
1822,Silver IV,차집합,12466,5737,4640,46.732%,https://www.acmicpc.net/problem/1822
2109,Gold III,순회강연,15767,6294,4633,38.337%,https://www.acmicpc.net/problem/2109
20291,Silver III,파일 정리,8964,6077,4587,67.976%,https://www.acmicpc.net/problem/20291
1781,Gold II,컵라면,18170,6056,4494,33.418%,https://www.acmicpc.net/problem/1781
2841,Silver I,외계인의 기타 연주,11545,5596,4266,47.143%,https://www.acmicpc.net/problem/2841
2243,Platinum V,사탕상자,15793,6220,4262,38.803%,https://www.acmicpc.net/problem/2243
1351,Gold V,무한 수열,13266,5085,4149,37.585%,https://www.acmicpc.net/problem/1351
12605,Bronze II,단어순서 뒤집기,7873,4825,4146,61.899%,https://www.acmicpc.net/problem/12605
14725,Gold III,개미굴,8112,5325,4126,66.875%,https://www.acmicpc.net/problem/14725
16562,Gold IV,친구비,12367,5329,4054,42.036%,https://www.acmicpc.net/problem/16562
10999,Platinum IV,구간 합 구하기 2,26065,7336,3997,29.282%,https://www.acmicpc.net/problem/10999
1854,Platinum IV,K번째 최단경로 찾기,16285,6377,3942,35.840%,https://www.acmicpc.net/problem/1854
13414,Silver III,수강신청,17909,5143,3750,27.168%,https://www.acmicpc.net/problem/13414
13975,Gold IV,파일 합치기 3,9066,4558,3695,49.188%,https://www.acmicpc.net/problem/13975
7578,Platinum V,공장,13324,5563,3687,38.954%,https://www.acmicpc.net/problem/7578
2162,Platinum V,선분 그룹,17379,5279,3638,28.598%,https://www.acmicpc.net/problem/2162
2002,Silver II,추월,9541,4324,3506,45.687%,https://www.acmicpc.net/problem/2002
16724,Gold III,피리 부는 사나이,10242,4642,3503,42.492%,https://www.acmicpc.net/problem/16724
2696,Gold II,중앙값 구하기,9271,4361,3406,49.078%,https://www.acmicpc.net/problem/2696
9933,Bronze I,민균이의 비밀번호,8874,3891,3327,44.390%,https://www.acmicpc.net/problem/9933
2268,Gold I,수들의 합 7,13224,4075,3317,30.510%,https://www.acmicpc.net/problem/2268
3176,Platinum IV,도로 네트워크,12501,4821,3228,37.838%,https://www.acmicpc.net/problem/3176
14428,Gold I,수열과 쿼리 16,7649,3783,3191,49.496%,https://www.acmicpc.net/problem/14428
14438,Gold I,수열과 쿼리 17,6483,3802,3105,60.526%,https://www.acmicpc.net/problem/14438
2295,Gold IV,세 수의 합,14852,4535,3028,28.448%,https://www.acmicpc.net/problem/2295
13334,Gold II,철로,10831,4269,2981,37.450%,https://www.acmicpc.net/problem/13334
2014,Gold I,소수의 곱,17512,4237,2968,23.860%,https://www.acmicpc.net/problem/2014
16165,Silver III,걸그룹 마스터 준석이,5087,3508,2917,69.701%,https://www.acmicpc.net/problem/16165
2517,Platinum IV,달리기,10830,4284,2913,44.548%,https://www.acmicpc.net/problem/2517
1374,Gold V,강의실,8053,3633,2890,46.122%,https://www.acmicpc.net/problem/1374
17952,Silver III,과제는 끝나지 않아!,8083,3993,2842,49.008%,https://www.acmicpc.net/problem/17952
19598,Gold V,최소 회의실 개수,8371,3690,2828,44.050%,https://www.acmicpc.net/problem/19598
3653,Platinum IV,영화 수집,9312,4060,2824,45.285%,https://www.acmicpc.net/problem/3653
16975,Platinum IV,수열과 쿼리 21,6875,3549,2715,50.465%,https://www.acmicpc.net/problem/16975
4889,Silver I,안정적인 문자열,6987,3304,2710,46.580%,https://www.acmicpc.net/problem/4889
1395,Platinum III,스위치,8561,3671,2640,42.608%,https://www.acmicpc.net/problem/1395
25757,Silver V,임스와 함께하는 미니게임,4405,2992,2622,69.383%,https://www.acmicpc.net/problem/25757
1662,Gold IV,압축,9507,3206,2556,36.436%,https://www.acmicpc.net/problem/1662
5670,Platinum IV,휴대폰 자판,10223,3823,2492,34.363%,https://www.acmicpc.net/problem/5670
5676,Gold I,음주 코딩,9231,3087,2450,33.288%,https://www.acmicpc.net/problem/5676
14427,Gold III,수열과 쿼리 15,6182,3171,2397,54.664%,https://www.acmicpc.net/problem/14427
3078,Gold IV,좋은 친구,9969,3154,2374,31.540%,https://www.acmicpc.net/problem/3078
18115,Silver III,카드 놓기,5566,3066,2363,54.160%,https://www.acmicpc.net/problem/18115
14235,Silver III,크리스마스 선물,5028,2821,2325,58.432%,https://www.acmicpc.net/problem/14235
19583,Silver II,싸이버개강총회,7627,3178,2317,40.387%,https://www.acmicpc.net/problem/19583
11899,Silver III,괄호 끼워넣기,3476,2571,2256,75.705%,https://www.acmicpc.net/problem/11899
2800,Gold IV,괄호 제거,7800,3035,2238,37.151%,https://www.acmicpc.net/problem/2800
13417,Silver III,카드 문자열,4291,2581,2204,61.841%,https://www.acmicpc.net/problem/13417
10546,Silver IV,배부른 마라토너,5960,2726,2198,46.420%,https://www.acmicpc.net/problem/10546
1826,Gold II,연료 채우기,9235,2838,2190,30.058%,https://www.acmicpc.net/problem/1826
17435,Gold I,합성함수와 쿼리,6049,3278,2176,52.207%,https://www.acmicpc.net/problem/17435
12837,Gold I,가계부 (Hard),5717,2518,2168,44.335%,https://www.acmicpc.net/problem/12837
2104,Platinum V,부분배열 고르기,9544,2733,2068,29.454%,https://www.acmicpc.net/problem/2104
22233,Silver III,가희와 키워드,6483,2652,2022,39.141%,https://www.acmicpc.net/problem/22233
9536,Silver III,여우는 어떻게 울지?,5404,2453,2018,45.605%,https://www.acmicpc.net/problem/9536
2610,Gold II,회의준비,9116,2704,2011,29.132%,https://www.acmicpc.net/problem/2610
1863,Gold IV,스카이라인 쉬운거,6201,2565,1994,40.501%,https://www.acmicpc.net/problem/1863
3830,Platinum III,교수님은 기다리지 않는다,10607,2989,1980,26.866%,https://www.acmicpc.net/problem/3830
13537,Platinum III,수열과 쿼리 1,6231,2705,1975,46.923%,https://www.acmicpc.net/problem/13537
2015,Gold IV,수들의 합 4,6853,2515,1887,36.415%,https://www.acmicpc.net/problem/2015
17352,Gold V,여러분의 다리가 되어 드리겠습니다!,4665,2336,1853,49.772%,https://www.acmicpc.net/problem/17352
27160,Bronze II,할리갈리,3512,2270,1826,65.613%,https://www.acmicpc.net/problem/27160
5419,Platinum III,북서풍,8166,2832,1824,34.448%,https://www.acmicpc.net/problem/5419
18436,Gold I,수열과 쿼리 37,3704,2130,1801,58.722%,https://www.acmicpc.net/problem/18436
16566,Platinum V,카드 게임,7343,2662,1782,33.426%,https://www.acmicpc.net/problem/16566
21939,Gold IV,문제 추천 시스템 Version 1,7032,2360,1768,32.304%,https://www.acmicpc.net/problem/21939
1168,Platinum III,요세푸스 문제 2,13293,2313,1690,33.379%,https://www.acmicpc.net/problem/1168
14867,Gold II,물통,5519,2330,1688,42.179%,https://www.acmicpc.net/problem/14867
11658,Platinum IV,구간 합 구하기 3,7357,2538,1680,34.869%,https://www.acmicpc.net/problem/11658
16964,Gold III,DFS 스페셜 저지,6788,2301,1662,35.242%,https://www.acmicpc.net/problem/16964
3425,Gold IV,고스택,14973,2455,1646,15.506%,https://www.acmicpc.net/problem/3425
13306,Platinum IV,트리,5893,2202,1615,38.063%,https://www.acmicpc.net/problem/13306
20303,Gold III,할로윈의 양아치,6949,2163,1604,29.286%,https://www.acmicpc.net/problem/20303
9345,Platinum III,디지털 비디오 디스크(DVDs),4900,2101,1592,41.116%,https://www.acmicpc.net/problem/9345
13544,Platinum III,수열과 쿼리 3,3289,1902,1554,60.703%,https://www.acmicpc.net/problem/13544
1572,Platinum V,중앙값,6084,2068,1499,38.094%,https://www.acmicpc.net/problem/1572
13511,Platinum III,트리와 쿼리 2,6593,1986,1460,28.317%,https://www.acmicpc.net/problem/13511
1280,Platinum IV,나무 심기,11234,2293,1460,19.082%,https://www.acmicpc.net/problem/1280
17619,Gold III,개구리 점프,7345,1980,1380,27.561%,https://www.acmicpc.net/problem/17619
12899,Platinum IV,데이터 구조,4797,2062,1378,39.792%,https://www.acmicpc.net/problem/12899
14426,Silver I,접두사 찾기,6331,1899,1377,35.748%,https://www.acmicpc.net/problem/14426
14868,Platinum IV,문명,8046,2096,1336,24.150%,https://www.acmicpc.net/problem/14868
20301,Silver III,반전 요세푸스,3495,1620,1332,47.504%,https://www.acmicpc.net/problem/20301
1306,Platinum V,달려라 홍준,3835,1658,1323,44.878%,https://www.acmicpc.net/problem/1306
16978,Platinum IV,수열과 쿼리 22,3296,1699,1307,49.006%,https://www.acmicpc.net/problem/16978
1544,Silver IV,사이클 단어,2746,1576,1278,59.916%,https://www.acmicpc.net/problem/1544
23253,Silver V,자료구조는 정말 최고야,4701,1659,1261,35.096%,https://www.acmicpc.net/problem/23253
9322,Silver IV,철벽 보안 알고리즘,2296,1565,1241,69.798%,https://www.acmicpc.net/problem/9322
1327,Gold IV,소트 게임,3729,1756,1229,44.675%,https://www.acmicpc.net/problem/1327
20551,Silver IV,Sort 마스터 배지훈의 후계자,4637,1623,1227,37.171%,https://www.acmicpc.net/problem/20551
3108,Gold II,로고,5289,1765,1210,31.315%,https://www.acmicpc.net/problem/3108
1849,Platinum V,순열,3195,1542,1210,53.898%,https://www.acmicpc.net/problem/1849
19638,Silver I,센티와 마법의 뿅망치,4398,1479,1205,33.547%,https://www.acmicpc.net/problem/19638
2866,Gold V,문자열 잘라내기,4356,1683,1197,39.297%,https://www.acmicpc.net/problem/2866
17612,Gold II,쇼핑몰,4810,1740,1192,36.475%,https://www.acmicpc.net/problem/17612
13905,Gold IV,세부,5065,1720,1191,30.855%,https://www.acmicpc.net/problem/13905
1270,Silver III,전쟁 - 땅따먹기,6052,1864,1189,30.526%,https://www.acmicpc.net/problem/1270
1972,Silver III,놀라운 문자열,2395,1389,1176,60.153%,https://www.acmicpc.net/problem/1972
15678,Platinum V,연세워터파크,3549,1621,1166,43.556%,https://www.acmicpc.net/problem/15678
2257,Silver II,화학식량,3232,1409,1138,47.595%,https://www.acmicpc.net/problem/2257
27964,Silver V,콰트로치즈피자,2041,1183,1092,58.271%,https://www.acmicpc.net/problem/27964
14698,Gold IV,전생했더니 슬라임 연구자였던 건에 대하여 (Hard),6142,1434,1086,22.277%,https://www.acmicpc.net/problem/14698
14713,Silver II,앵무새,4814,1416,1058,28.860%,https://www.acmicpc.net/problem/14713
15815,Silver III,천재 수학자 성필,3286,1240,1056,38.428%,https://www.acmicpc.net/problem/15815
23757,Silver II,아이들과 선물 상자,2735,1266,1049,46.602%,https://www.acmicpc.net/problem/23757
4792,Platinum III,레드 블루 스패닝 트리,3505,1375,1048,39.562%,https://www.acmicpc.net/problem/4792
14942,Platinum V,개미,2767,1379,1044,48.378%,https://www.acmicpc.net/problem/14942
2820,Platinum III,자동차 공장,5255,1516,1028,30.668%,https://www.acmicpc.net/problem/2820
3006,Platinum IV,터보소트,2159,1293,1008,67.651%,https://www.acmicpc.net/problem/3006
20166,Gold IV,문자열 지옥에 빠진 호석,3792,1454,1004,36.245%,https://www.acmicpc.net/problem/20166
2461,Gold II,대표 선수,3197,1377,990,44.756%,https://www.acmicpc.net/problem/2461
1354,Gold V,무한 수열 2,2826,1421,989,50.076%,https://www.acmicpc.net/problem/1354
14268,Platinum III,회사 문화 2,2632,1309,983,50.906%,https://www.acmicpc.net/problem/14268
12846,Platinum V,무서운 아르바이트,2226,1132,982,57.326%,https://www.acmicpc.net/problem/12846
12764,Gold III,싸지방에 간 준하,4347,1349,961,29.873%,https://www.acmicpc.net/problem/12764
16499,Silver IV,동일한 단어 그룹화하기,1525,1055,945,69.742%,https://www.acmicpc.net/problem/16499
18116,Gold IV,로봇 조립,4067,1280,940,28.476%,https://www.acmicpc.net/problem/18116
11507,Silver IV,카드셋트,1725,1052,934,64.503%,https://www.acmicpc.net/problem/11507
20955,Gold IV,민서의 응급 수술,3153,1218,933,37.068%,https://www.acmicpc.net/problem/20955
12873,Silver III,기념품,3524,1204,931,34.678%,https://www.acmicpc.net/problem/12873
1321,Platinum V,군인,2379,1174,917,51.691%,https://www.acmicpc.net/problem/1321
7511,Gold V,소셜 네트워킹 어플리케이션,2845,1143,914,39.329%,https://www.acmicpc.net/problem/7511
16404,Platinum III,주식회사 승범이네,2026,1103,908,57.215%,https://www.acmicpc.net/problem/16404
2957,Platinum V,이진 탐색 트리,7447,1259,907,26.191%,https://www.acmicpc.net/problem/2957
9938,Platinum III,방 청소,4038,1321,902,30.198%,https://www.acmicpc.net/problem/9938
1835,Silver IV,카드,1870,1069,896,64.322%,https://www.acmicpc.net/problem/1835
17408,Platinum IV,수열과 쿼리 24,1791,1158,886,64.577%,https://www.acmicpc.net/problem/17408
15926,Gold III,현욱은 괄호왕이야!!,3987,1317,885,31.173%,https://www.acmicpc.net/problem/15926
3780,Platinum V,네트워크 연결,4819,1306,875,24.510%,https://www.acmicpc.net/problem/3780
3111,Platinum IV,검열,7047,1257,873,21.324%,https://www.acmicpc.net/problem/3111
2463,Platinum V,비용,3691,1280,866,31.664%,https://www.acmicpc.net/problem/2463
25556,Gold V,포스택,2894,1203,863,39.917%,https://www.acmicpc.net/problem/25556
2179,Gold IV,비슷한 단어,5127,1226,861,26.306%,https://www.acmicpc.net/problem/2179
21276,Gold II,계보 복원가 호석,2292,1107,853,48.165%,https://www.acmicpc.net/problem/21276
17503,Silver I,맥주 축제,3765,1171,846,29.947%,https://www.acmicpc.net/problem/17503
25497,Silver V,기술 연계마스터 임스,2586,971,841,39.447%,https://www.acmicpc.net/problem/25497
19585,Platinum III,전설,8490,1303,836,13.308%,https://www.acmicpc.net/problem/19585
18513,Gold IV,샘터,4993,1168,828,23.206%,https://www.acmicpc.net/problem/18513
2412,Gold IV,암벽 등반,3773,1190,824,31.692%,https://www.acmicpc.net/problem/2412
1933,Gold I,스카이라인,4202,1328,824,32.920%,https://www.acmicpc.net/problem/1933
11085,Gold III,군사 이동,1541,965,810,62.404%,https://www.acmicpc.net/problem/11085
11067,Gold V,모노톤길,3784,1237,804,33.059%,https://www.acmicpc.net/problem/11067
17398,Platinum V,통신망 분할,2971,1080,802,34.674%,https://www.acmicpc.net/problem/17398
23843,Gold V,콘센트,1884,944,769,49.613%,https://www.acmicpc.net/problem/23843
1765,Gold II,닭싸움 팀 정하기,2145,1015,761,46.831%,https://www.acmicpc.net/problem/1765
22866,Gold III,탑 보기,3246,1040,760,29.933%,https://www.acmicpc.net/problem/22866
13505,Platinum III,두 수 XOR,2038,1049,750,55.228%,https://www.acmicpc.net/problem/13505
5464,Silver II,주차장,1547,888,744,59.425%,https://www.acmicpc.net/problem/5464
14727,Platinum V,퍼즐 자르기,2078,833,743,51.958%,https://www.acmicpc.net/problem/14727
1777,Platinum V,순열복원,1589,923,737,67.183%,https://www.acmicpc.net/problem/1777
14287,Platinum III,회사 문화 3,1921,931,733,49.096%,https://www.acmicpc.net/problem/14287
9489,Gold IV,사촌,3368,994,731,29.112%,https://www.acmicpc.net/problem/9489
2358,Silver IV,평행선,2894,886,726,33.846%,https://www.acmicpc.net/problem/2358
2934,Platinum IV,LRH 식물,1776,939,720,57.052%,https://www.acmicpc.net/problem/2934
7432,Gold III,디스크 트리,1655,927,705,57.224%,https://www.acmicpc.net/problem/7432
25325,Silver V,학생 인기도 측정,1202,768,686,67.854%,https://www.acmicpc.net/problem/25325
14595,Gold III,동방 프로젝트 (Large),2499,949,670,37.243%,https://www.acmicpc.net/problem/14595
1615,Gold I,교차개수세기,6304,2338,667,20.200%,https://www.acmicpc.net/problem/1615
9463,Platinum V,순열 그래프,2313,925,666,43.989%,https://www.acmicpc.net/problem/9463
17131,Platinum IV,여우가 정보섬에 올라온 이유,2134,886,665,39.964%,https://www.acmicpc.net/problem/17131
24391,Gold V,귀찮은 해강이,1616,764,661,49.662%,https://www.acmicpc.net/problem/24391
3077,Silver III,임진왜란,1613,786,659,54.825%,https://www.acmicpc.net/problem/3077
22942,Gold IV,데이터 체커,2819,915,658,32.302%,https://www.acmicpc.net/problem/22942
14464,Gold I,소가 길을 건너간 이유 4,3021,874,657,29.187%,https://www.acmicpc.net/problem/14464
18227,Platinum III,성대나라의 물탱크,2009,798,643,41.008%,https://www.acmicpc.net/problem/18227
2465,Platinum III,줄 세우기,1506,875,631,62.045%,https://www.acmicpc.net/problem/2465
14865,Platinum V,곡선 자르기,4688,969,628,23.680%,https://www.acmicpc.net/problem/14865
16934,Gold III,게임 닉네임,1586,868,621,53.259%,https://www.acmicpc.net/problem/16934
12906,Gold III,새로운 하노이 탑,1568,834,611,54.505%,https://www.acmicpc.net/problem/12906
1464,Gold IV,뒤집기 3,1986,754,609,41.684%,https://www.acmicpc.net/problem/1464
9575,Silver IV,행운의 수,1294,749,604,61.885%,https://www.acmicpc.net/problem/9575
2220,Platinum IV,힙 정렬,1611,778,604,57.089%,https://www.acmicpc.net/problem/2220
17255,Gold IV,N으로 만들기,1532,774,596,50.551%,https://www.acmicpc.net/problem/17255
24523,Silver II,내 뒤에 나와 다른 수,1822,728,593,42.909%,https://www.acmicpc.net/problem/24523
1379,Gold III,강의실 2,2010,791,585,38.086%,https://www.acmicpc.net/problem/1379
16168,Gold IV,퍼레이드,2166,724,576,32.197%,https://www.acmicpc.net/problem/16168
27497,Silver II,알파벳 블록,2066,695,573,34.812%,https://www.acmicpc.net/problem/27497
28445,Silver V,알록달록 앵무새,849,641,570,79.720%,https://www.acmicpc.net/problem/28445
2374,Gold IV,같은 수로 만들기,2282,814,570,37.085%,https://www.acmicpc.net/problem/2374
15559,Gold II,내 선물을 받아줘,1759,753,566,41.224%,https://www.acmicpc.net/problem/15559
22252,Gold V,정보 상인 호석,1761,794,565,40.912%,https://www.acmicpc.net/problem/22252
16957,Gold III,체스판 위의 공,2058,776,563,37.235%,https://www.acmicpc.net/problem/16957
15967,Platinum IV,에바쿰,2288,650,562,34.081%,https://www.acmicpc.net/problem/15967
10000,Platinum IV,원 영역,2377,819,560,36.340%,https://www.acmicpc.net/problem/10000
16903,Platinum III,수열과 쿼리 20,2079,745,552,31.944%,https://www.acmicpc.net/problem/16903
2121,Silver III,넷이 놀기,1800,779,550,43.513%,https://www.acmicpc.net/problem/2121
28066,Silver II,타노스는 요세푸스가 밉다,1071,631,540,64.057%,https://www.acmicpc.net/problem/28066
21944,Gold II,문제 추천 시스템 Version 2,2673,763,520,27.689%,https://www.acmicpc.net/problem/21944
15809,Gold IV,전국시대,2187,686,517,29.954%,https://www.acmicpc.net/problem/15809
12893,Gold IV,적의 적,1860,698,511,37.191%,https://www.acmicpc.net/problem/12893
1994,Gold I,등차수열,2806,758,511,26.866%,https://www.acmicpc.net/problem/1994
23326,Gold III,홍익 투어리스트,2334,610,507,29.273%,https://www.acmicpc.net/problem/23326
14288,Platinum III,회사 문화 4,894,558,495,66.000%,https://www.acmicpc.net/problem/14288
25918,Silver I,북극곰은 괄호를 찢어,1718,666,494,41.478%,https://www.acmicpc.net/problem/25918
25402,Platinum V,트리와 쿼리,2939,740,494,24.626%,https://www.acmicpc.net/problem/25402
9015,Gold I,정사각형,3695,863,491,19.195%,https://www.acmicpc.net/problem/9015
