문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
11654,Sprout,아스키 코드,166676,133524,117408,81.015%,https://www.acmicpc.net/problem/11654
2742,Bronze IV,기찍 N,194093,132389,116455,68.918%,https://www.acmicpc.net/problem/2742
1152,Bronze II,단어의 개수,417034,136617,109708,33.186%,https://www.acmicpc.net/problem/1152
10809,Bronze II,알파벳 찾기,240058,128924,106070,53.358%,https://www.acmicpc.net/problem/10809
2675,Bronze II,문자열 반복,247801,124643,105628,50.028%,https://www.acmicpc.net/problem/2675
1110,Bronze I,더하기 사이클,267203,126386,102972,47.259%,https://www.acmicpc.net/problem/1110
2480,Bronze IV,주사위 세개,257277,120305,101330,46.760%,https://www.acmicpc.net/problem/2480
2577,Bronze II,숫자의 개수,201324,122121,99820,60.294%,https://www.acmicpc.net/problem/2577
1157,Bronze I,단어 공부,309333,124237,97851,39.857%,https://www.acmicpc.net/problem/1157
8958,Bronze II,OX퀴즈,230147,118226,97514,51.467%,https://www.acmicpc.net/problem/8958
2908,Bronze II,상수,159647,109458,93246,68.899%,https://www.acmicpc.net/problem/2908
2750,Bronze II,수 정렬하기,218953,125669,86239,58.196%,https://www.acmicpc.net/problem/2750
11382,Sprout,꼬마 정민,232627,92940,83831,40.473%,https://www.acmicpc.net/problem/11382
10872,Sprout,팩토리얼,177645,97743,80551,55.256%,https://www.acmicpc.net/problem/10872
10807,Sprout,개수 세기,148204,90627,76382,62.025%,https://www.acmicpc.net/problem/10807
1316,Silver V,그룹 단어 체커,172317,92002,75534,53.728%,https://www.acmicpc.net/problem/1316
5622,Bronze II,다이얼,145170,85064,73932,58.443%,https://www.acmicpc.net/problem/5622
10828,Silver IV,스택,274978,101442,73612,37.824%,https://www.acmicpc.net/problem/10828
25304,Bronze IV,영수증,151083,83080,73255,55.580%,https://www.acmicpc.net/problem/25304
2941,Silver V,크로아티아 알파벳,193050,86177,72449,44.550%,https://www.acmicpc.net/problem/2941
4673,Silver V,셀프 넘버,185653,93109,72274,49.303%,https://www.acmicpc.net/problem/4673
11718,Sprout,그대로 출력하기,259230,83000,69195,34.472%,https://www.acmicpc.net/problem/11718
25083,Sprout,새싹,144015,74481,68953,52.943%,https://www.acmicpc.net/problem/25083
3003,Bronze V,"킹, 퀸, 룩, 비숍, 나이트, 폰",130119,75643,66727,59.048%,https://www.acmicpc.net/problem/3003
2743,Sprout,단어 길이 재기,90100,71316,64119,80.198%,https://www.acmicpc.net/problem/2743
2440,Bronze IV,별 찍기 - 3,102500,69576,62528,68.567%,https://www.acmicpc.net/problem/2440
5597,Sprout,과제 안 내신 분..?,139422,72103,62349,51.681%,https://www.acmicpc.net/problem/5597
15596,Bronze II,정수 N개의 합,143493,71410,61586,50.510%,https://www.acmicpc.net/problem/15596
10870,Bronze II,피보나치 수 5,119583,72537,60909,61.086%,https://www.acmicpc.net/problem/10870
7287,Sprout,등록,135787,64955,60426,52.167%,https://www.acmicpc.net/problem/7287
10817,Bronze III,세 수,136940,67258,58894,50.468%,https://www.acmicpc.net/problem/10817
10250,Bronze III,ACM 호텔,202434,69526,58650,33.285%,https://www.acmicpc.net/problem/10250
1193,Silver V,분수찾기,131798,67187,57723,51.798%,https://www.acmicpc.net/problem/1193
10773,Silver IV,제로,103845,70651,57292,68.219%,https://www.acmicpc.net/problem/10773
2441,Bronze III,별 찍기 - 4,85807,62784,56666,74.070%,https://www.acmicpc.net/problem/2441
25314,Bronze V,코딩은 체육과목 입니다,97688,61848,55703,63.952%,https://www.acmicpc.net/problem/25314
2920,Bronze II,음계,109323,61348,53507,57.344%,https://www.acmicpc.net/problem/2920
2444,Bronze III,별 찍기 - 7,105098,59241,52563,56.984%,https://www.acmicpc.net/problem/2444
2775,Bronze I,부녀회장이 될테야,108641,61612,52263,57.634%,https://www.acmicpc.net/problem/2775
27866,Sprout,문자와 문자열,85055,56782,51774,67.802%,https://www.acmicpc.net/problem/27866
2475,Sprout,검증수,77572,57204,51451,74.631%,https://www.acmicpc.net/problem/2475
7568,Silver V,덩치,106937,59714,50446,56.243%,https://www.acmicpc.net/problem/7568
9086,Sprout,문자열,86321,54838,49609,64.281%,https://www.acmicpc.net/problem/9086
10988,Bronze III,팰린드롬인지 확인하기,89635,54464,46312,60.974%,https://www.acmicpc.net/problem/10988
2738,Sprout,행렬 덧셈,98657,51867,44928,53.069%,https://www.acmicpc.net/problem/2738
10810,Bronze III,공 넣기,96250,49993,43858,52.388%,https://www.acmicpc.net/problem/10810
10813,Bronze II,공 바꾸기,75860,47896,42887,63.570%,https://www.acmicpc.net/problem/10813
10757,Bronze V,큰 수 A+B,104584,49194,42812,50.296%,https://www.acmicpc.net/problem/10757
1158,Silver IV,요세푸스 문제,120716,60737,42616,49.100%,https://www.acmicpc.net/problem/1158
10866,Silver IV,덱,90449,50268,42281,56.183%,https://www.acmicpc.net/problem/10866
11866,Silver IV,요세푸스 문제 0,86871,49371,41363,56.456%,https://www.acmicpc.net/problem/11866
2563,Silver V,색종이,75481,48717,41168,64.632%,https://www.acmicpc.net/problem/2563
3009,Bronze III,네 번째 점,62966,45728,41002,73.426%,https://www.acmicpc.net/problem/3009
11050,Bronze I,이항 계수 1,72455,47053,40762,64.760%,https://www.acmicpc.net/problem/11050
1924,Bronze I,2007년,93071,45737,38825,50.198%,https://www.acmicpc.net/problem/1924
2442,Bronze III,별 찍기 - 5,78924,43565,38434,55.348%,https://www.acmicpc.net/problem/2442
1966,Silver III,프린터 큐,83943,48603,38295,58.750%,https://www.acmicpc.net/problem/1966
10811,Bronze II,바구니 뒤집기,81460,42617,37444,52.844%,https://www.acmicpc.net/problem/10811
11721,Bronze III,열 개씩 끊어 출력하기,77638,42728,36986,55.647%,https://www.acmicpc.net/problem/11721
2566,Bronze III,최댓값,104340,41868,36568,41.203%,https://www.acmicpc.net/problem/2566
1259,Bronze I,팰린드롬수,72326,40995,36203,56.841%,https://www.acmicpc.net/problem/1259
10798,Bronze I,세로읽기,85981,41136,35081,48.301%,https://www.acmicpc.net/problem/10798
2108,Silver III,통계학,174871,43627,34882,26.805%,https://www.acmicpc.net/problem/2108
14502,Gold IV,연구소,107037,62018,34718,55.201%,https://www.acmicpc.net/problem/14502
10699,Sprout,오늘 날짜,72969,37307,34179,54.256%,https://www.acmicpc.net/problem/10699
11719,Bronze III,그대로 출력하기 2,68519,37563,32776,58.723%,https://www.acmicpc.net/problem/11719
2446,Bronze III,별 찍기 - 9,60109,35895,32407,60.215%,https://www.acmicpc.net/problem/2446
2747,Bronze II,피보나치 수,79674,38304,31560,49.659%,https://www.acmicpc.net/problem/2747
10808,Bronze IV,알파벳 개수,56961,38709,30813,68.390%,https://www.acmicpc.net/problem/10808
2587,Bronze II,대표값2,53942,33131,30283,61.932%,https://www.acmicpc.net/problem/2587
2420,Sprout,사파리월드,70365,32147,29027,46.155%,https://www.acmicpc.net/problem/2420
15686,Gold V,치킨 배달,96167,47466,28680,46.172%,https://www.acmicpc.net/problem/15686
2443,Bronze III,별 찍기 - 6,41217,30505,27988,75.103%,https://www.acmicpc.net/problem/2443
2445,Bronze III,별 찍기 - 8,42146,30433,27369,72.711%,https://www.acmicpc.net/problem/2445
11723,Silver V,집합,119749,36611,27080,29.610%,https://www.acmicpc.net/problem/11723
2745,Bronze II,진법 변환,64769,31708,26919,48.646%,https://www.acmicpc.net/problem/2745
25206,Silver V,너의 평점은,69747,30384,26702,43.896%,https://www.acmicpc.net/problem/25206
14503,Gold V,로봇 청소기,68249,37178,25397,53.866%,https://www.acmicpc.net/problem/14503
1475,Silver V,방 번호,73096,33344,25108,44.302%,https://www.acmicpc.net/problem/1475
2752,Bronze IV,세수정렬,46963,28067,25007,61.227%,https://www.acmicpc.net/problem/2752
14500,Gold IV,테트로미노,97471,37913,24708,36.576%,https://www.acmicpc.net/problem/14500
25305,Bronze II,커트라인,41166,27033,24673,66.432%,https://www.acmicpc.net/problem/25305
11005,Bronze I,진법 변환 2,59367,27520,23683,46.186%,https://www.acmicpc.net/problem/11005
9506,Bronze I,약수들의 합,52751,26544,23595,51.150%,https://www.acmicpc.net/problem/9506
10101,Bronze IV,삼각형 외우기,47287,25507,23432,56.859%,https://www.acmicpc.net/problem/10101
3190,Gold IV,뱀,80043,34398,23158,41.389%,https://www.acmicpc.net/problem/3190
2490,Bronze III,윷놀이,46899,26476,23037,56.687%,https://www.acmicpc.net/problem/2490
1009,Bronze II,분산처리,120740,28587,23015,24.380%,https://www.acmicpc.net/problem/1009
2744,Sprout,대소문자 바꾸기,34035,25350,23009,75.544%,https://www.acmicpc.net/problem/2744
4101,Bronze V,크냐?,49869,24605,22778,50.388%,https://www.acmicpc.net/problem/4101
2523,Bronze III,별 찍기 - 13,33570,23923,22159,72.245%,https://www.acmicpc.net/problem/2523
2754,Sprout,학점계산,40328,23109,21516,58.195%,https://www.acmicpc.net/problem/2754
16236,Gold III,아기 상어,73287,34604,21208,43.845%,https://www.acmicpc.net/problem/16236
10162,Bronze III,전자레인지,39891,24341,20704,61.442%,https://www.acmicpc.net/problem/10162
2455,Bronze III,지능형 기차,31144,22702,20194,75.710%,https://www.acmicpc.net/problem/2455
5338,Bronze V,마이크로소프트 로고,27087,21403,20135,80.150%,https://www.acmicpc.net/problem/5338
1032,Bronze I,명령 프롬프트,39661,22798,19980,59.126%,https://www.acmicpc.net/problem/1032
2914,Bronze III,저작권,27155,21440,19823,80.037%,https://www.acmicpc.net/problem/2914
17478,Silver V,재귀함수가 뭔가요?,60483,24376,19756,39.135%,https://www.acmicpc.net/problem/17478
2576,Bronze III,홀수,39985,22137,19542,56.165%,https://www.acmicpc.net/problem/2576
5073,Bronze III,삼각형과 세 변,45225,21135,19336,47.431%,https://www.acmicpc.net/problem/5073
2522,Bronze III,별 찍기 - 12,24986,20679,19127,83.648%,https://www.acmicpc.net/problem/2522
11942,Bronze V,고려대는 사랑입니다,23630,20127,18638,86.397%,https://www.acmicpc.net/problem/11942
16234,Gold IV,인구 이동,74249,31590,18539,39.282%,https://www.acmicpc.net/problem/16234
10797,Bronze IV,10부제,25449,20286,18160,81.702%,https://www.acmicpc.net/problem/10797
14499,Gold IV,주사위 굴리기,53775,24737,18062,45.285%,https://www.acmicpc.net/problem/14499
1100,Bronze II,하얀 칸,29295,20357,18039,71.846%,https://www.acmicpc.net/problem/1100
1292,Bronze I,쉽게 푸는 문제,37420,20755,17897,56.584%,https://www.acmicpc.net/problem/1292
5337,Bronze V,웰컴,26228,18523,17764,72.621%,https://www.acmicpc.net/problem/5337
15964,Sprout,이상한 기호,34808,18620,17589,55.529%,https://www.acmicpc.net/problem/15964
24262,Bronze V,알고리즘 수업 - 알고리즘의 수행 시간 1,24681,18511,17353,75.995%,https://www.acmicpc.net/problem/24262
1550,Bronze II,16진수,29956,19027,17175,64.912%,https://www.acmicpc.net/problem/1550
13460,Gold I,구슬 탈출 2,96577,29490,16968,28.166%,https://www.acmicpc.net/problem/13460
14891,Gold V,톱니바퀴,41334,22806,16952,55.394%,https://www.acmicpc.net/problem/14891
9093,Bronze I,단어 뒤집기,41556,22311,16872,54.632%,https://www.acmicpc.net/problem/9093
2573,Gold IV,빙산,84286,24451,16308,26.414%,https://www.acmicpc.net/problem/2573
15683,Gold III,감시,54977,26542,16243,45.142%,https://www.acmicpc.net/problem/15683
17144,Gold IV,미세먼지 안녕!,42400,23840,16198,55.246%,https://www.acmicpc.net/problem/17144
9653,Bronze V,스타워즈 로고,23397,16927,16048,73.868%,https://www.acmicpc.net/problem/9653
2845,Bronze IV,파티가 끝나고 난 뒤,24019,17158,16041,72.507%,https://www.acmicpc.net/problem/2845
1977,Bronze II,완전제곱수,37881,18096,15994,48.837%,https://www.acmicpc.net/problem/1977
2167,Silver V,2차원 배열의 합,33633,18916,15228,57.942%,https://www.acmicpc.net/problem/2167
17413,Silver III,단어 뒤집기 2,34710,19571,15220,56.850%,https://www.acmicpc.net/problem/17413
5339,Bronze V,콜센터,24067,15885,15098,67.621%,https://www.acmicpc.net/problem/5339
9063,Bronze III,대지,25760,16587,14654,64.099%,https://www.acmicpc.net/problem/9063
2953,Bronze III,나는 요리사다,24419,16247,14484,67.901%,https://www.acmicpc.net/problem/2953
10991,Bronze III,별 찍기 - 16,20341,15884,14353,78.910%,https://www.acmicpc.net/problem/10991
24263,Bronze IV,알고리즘 수업 - 알고리즘의 수행 시간 2,18957,14979,14327,79.710%,https://www.acmicpc.net/problem/24263
2504,Gold V,괄호의 값,66776,19013,14321,30.994%,https://www.acmicpc.net/problem/2504
1212,Bronze II,8진수 2진수,49871,17106,14320,36.358%,https://www.acmicpc.net/problem/1212
14215,Bronze III,세 막대,22750,15337,14286,68.162%,https://www.acmicpc.net/problem/14215
2960,Silver IV,에라토스테네스의 체,29687,16909,14240,57.893%,https://www.acmicpc.net/problem/2960
18111,Silver II,마인크래프트,73351,19236,14232,23.871%,https://www.acmicpc.net/problem/18111
4999,Bronze V,아!,24241,14904,13989,62.441%,https://www.acmicpc.net/problem/4999
1076,Bronze II,저항,34453,16091,13866,47.199%,https://www.acmicpc.net/problem/1076
9654,Bronze V,나부 함대 데이터,25062,14817,13738,61.240%,https://www.acmicpc.net/problem/9654
5554,Bronze IV,심부름 가는 길,17343,14492,13594,84.661%,https://www.acmicpc.net/problem/5554
2636,Gold IV,치즈,32847,18571,13299,55.433%,https://www.acmicpc.net/problem/2636
1244,Silver IV,스위치 켜고 끄기,79680,17812,13244,20.441%,https://www.acmicpc.net/problem/1244
2902,Bronze II,KMP는 왜 KMP일까?,17989,14636,13230,82.636%,https://www.acmicpc.net/problem/2902
1264,Bronze IV,모음의 개수,28143,14615,13212,54.119%,https://www.acmicpc.net/problem/1264
5565,Bronze III,영수증,16367,14219,13169,87.828%,https://www.acmicpc.net/problem/5565
14890,Gold III,경사로,31590,17935,13150,57.503%,https://www.acmicpc.net/problem/14890
24264,Bronze III,알고리즘 수업 - 알고리즘의 수행 시간 3,26661,13643,13072,51.294%,https://www.acmicpc.net/problem/24264
10992,Bronze III,별 찍기 - 17,21952,14546,13022,67.106%,https://www.acmicpc.net/problem/10992
15439,Bronze IV,베라의 패션,15636,13437,12799,86.500%,https://www.acmicpc.net/problem/15439
10824,Bronze III,네 수,31801,14495,12704,45.992%,https://www.acmicpc.net/problem/10824
25501,Bronze II,재귀의 귀재,26805,14610,12641,55.650%,https://www.acmicpc.net/problem/25501
24265,Bronze III,알고리즘 수업 - 알고리즘의 수행 시간 4,26150,13287,12452,51.159%,https://www.acmicpc.net/problem/24265
2460,Bronze III,지능형 기차 2,16959,13434,12395,80.577%,https://www.acmicpc.net/problem/2460
10996,Bronze II,별 찍기 - 21,18946,13946,12388,74.461%,https://www.acmicpc.net/problem/10996
3085,Silver II,사탕 게임,51109,18026,12353,34.055%,https://www.acmicpc.net/problem/3085
1748,Silver IV,수 이어 쓰기 1,32594,14881,12306,48.014%,https://www.acmicpc.net/problem/1748
24266,Bronze III,알고리즘 수업 - 알고리즘의 수행 시간 5,17224,12526,12118,73.545%,https://www.acmicpc.net/problem/24266
14645,Bronze V,와이버스 부릉부릉,14519,12935,12074,89.703%,https://www.acmicpc.net/problem/14645
7567,Bronze II,그릇,18816,13542,12041,73.443%,https://www.acmicpc.net/problem/7567
2740,Silver V,행렬 곱셈,20371,13747,11943,68.630%,https://www.acmicpc.net/problem/2740
15680,Bronze V,연세대학교,17039,12833,11914,76.187%,https://www.acmicpc.net/problem/15680
5596,Bronze IV,시험 점수,15882,12847,11899,82.272%,https://www.acmicpc.net/problem/5596
1159,Bronze II,농구 경기,26982,14310,11819,52.879%,https://www.acmicpc.net/problem/1159
15733,Bronze V,나는 누구인가,14546,12259,11697,84.859%,https://www.acmicpc.net/problem/15733
10820,Bronze II,문자열 분석,34306,14010,11625,41.426%,https://www.acmicpc.net/problem/10820
2476,Bronze III,주사위 게임,23865,12518,11454,54.595%,https://www.acmicpc.net/problem/2476
15962,Bronze V,새로운 시작,13458,11812,11449,88.296%,https://www.acmicpc.net/problem/15962
1357,Bronze I,뒤집힌 덧셈,23697,12844,11317,54.793%,https://www.acmicpc.net/problem/1357
15685,Gold III,드래곤 커브,27817,16169,11214,56.118%,https://www.acmicpc.net/problem/15685
24267,Bronze II,알고리즘 수업 - 알고리즘의 수행 시간 6,24529,11900,11192,49.513%,https://www.acmicpc.net/problem/24267
2506,Bronze III,점수계산,16408,12356,11157,76.570%,https://www.acmicpc.net/problem/2506
1547,Bronze III,공,16850,12161,11060,73.645%,https://www.acmicpc.net/problem/1547
2875,Bronze III,대회 or 인턴,29118,13090,11045,45.035%,https://www.acmicpc.net/problem/2875
2638,Gold III,치즈,31154,14669,10964,45.919%,https://www.acmicpc.net/problem/2638
2161,Silver V,카드1,18531,12300,10881,68.741%,https://www.acmicpc.net/problem/2161
11365,Bronze IV,!밀비 급일,18544,11758,10717,64.908%,https://www.acmicpc.net/problem/11365
1213,Silver III,팰린드롬 만들기,31647,13727,10347,42.571%,https://www.acmicpc.net/problem/1213
13300,Bronze II,방 배정,21144,12130,10117,59.723%,https://www.acmicpc.net/problem/13300
17608,Bronze II,막대기,29088,12320,9955,43.125%,https://www.acmicpc.net/problem/17608
15684,Gold III,사다리 조작,74095,20079,9804,22.124%,https://www.acmicpc.net/problem/15684
17143,Gold I,낚시왕,54063,16704,9765,27.441%,https://www.acmicpc.net/problem/17143
2477,Silver II,참외밭,31860,11544,9722,37.110%,https://www.acmicpc.net/problem/2477
14719,Gold V,빗물,21834,12429,9701,56.805%,https://www.acmicpc.net/problem/14719
1051,Silver III,숫자 정사각형,24385,11098,9437,46.224%,https://www.acmicpc.net/problem/1051
10987,Bronze IV,모음의 개수,12277,10092,9407,83.336%,https://www.acmicpc.net/problem/10987
16235,Gold III,나무 재테크,65806,16501,9360,22.497%,https://www.acmicpc.net/problem/16235
2851,Bronze I,슈퍼 마리오,26064,10811,9350,41.778%,https://www.acmicpc.net/problem/2851
3460,Bronze III,이진수,19458,10555,9155,55.174%,https://www.acmicpc.net/problem/3460
8979,Silver V,올림픽,29106,11165,9094,39.397%,https://www.acmicpc.net/problem/8979
2669,Silver V,직사각형 네개의 합집합의 면적 구하기,13606,10199,9039,75.672%,https://www.acmicpc.net/problem/2669
2239,Gold IV,스도쿠,25799,12466,8923,45.654%,https://www.acmicpc.net/problem/2239
10995,Bronze III,별 찍기 - 20,12056,9803,8880,82.139%,https://www.acmicpc.net/problem/10995
5355,Bronze II,화성 수학,17614,9773,8815,57.118%,https://www.acmicpc.net/problem/5355
9085,Bronze III,더하기,12237,9729,8767,80.383%,https://www.acmicpc.net/problem/9085
10103,Bronze III,주사위 게임,11186,9189,8715,83.405%,https://www.acmicpc.net/problem/10103
2605,Bronze II,줄 세우기,14818,10058,8576,68.978%,https://www.acmicpc.net/problem/2605
2578,Silver IV,빙고,23041,10501,8558,45.917%,https://www.acmicpc.net/problem/2578
16170,Bronze V,오늘의 날짜는?,12767,9050,8536,72.095%,https://www.acmicpc.net/problem/16170
1343,Silver V,폴리오미노,18854,10147,8490,53.514%,https://www.acmicpc.net/problem/1343
20055,Gold V,컨베이어 벨트 위의 로봇,21051,12652,8464,58.216%,https://www.acmicpc.net/problem/20055
17135,Gold III,캐슬 디펜스,36764,13841,8464,33.383%,https://www.acmicpc.net/problem/17135
1138,Silver II,한 줄로 서기,16590,10165,8455,61.852%,https://www.acmicpc.net/problem/1138
2503,Silver III,숫자 야구,22428,10612,8324,47.188%,https://www.acmicpc.net/problem/2503
1919,Bronze II,애너그램 만들기,16899,9871,8238,58.995%,https://www.acmicpc.net/problem/1919
5635,Silver V,생일,13706,9073,8058,68.144%,https://www.acmicpc.net/problem/5635
10990,Bronze III,별 찍기 - 15,11947,8837,8007,75.063%,https://www.acmicpc.net/problem/10990
9610,Bronze III,사분면,12952,8332,7792,65.730%,https://www.acmicpc.net/problem/9610
12904,Gold V,A와 B,19421,9227,7630,46.797%,https://www.acmicpc.net/problem/12904
10768,Bronze IV,특별한 날,12734,8005,7570,63.694%,https://www.acmicpc.net/problem/10768
1652,Silver V,누울 자리를 찾아라,21218,8865,7545,43.077%,https://www.acmicpc.net/problem/1652
2083,Bronze IV,럭비 클럽,14633,8012,7542,56.300%,https://www.acmicpc.net/problem/2083
10973,Silver III,이전 순열,16167,8976,7496,58.330%,https://www.acmicpc.net/problem/10973
11943,Bronze IV,파일 옮기기,11932,7913,7477,67.661%,https://www.acmicpc.net/problem/11943
1453,Bronze II,피시방 알바,13658,8281,7440,61.593%,https://www.acmicpc.net/problem/1453
2592,Bronze II,대표값,12982,8128,7352,64.469%,https://www.acmicpc.net/problem/2592
17140,Gold IV,이차원 배열과 연산,23115,11005,7344,44.778%,https://www.acmicpc.net/problem/17140
14581,Bronze V,팬들에게 둘러싸인 홍준,10214,7700,7305,76.353%,https://www.acmicpc.net/problem/14581
21608,Gold V,상어 초등학교,23969,10541,7276,41.449%,https://www.acmicpc.net/problem/21608
4470,Bronze IV,줄번호,13290,7721,7181,60.219%,https://www.acmicpc.net/problem/4470
10804,Bronze II,카드 역배치,13043,8450,7129,65.699%,https://www.acmicpc.net/problem/10804
17472,Gold I,다리 만들기 2,30032,11129,7066,33.444%,https://www.acmicpc.net/problem/17472
13335,Silver I,트럭,16093,8850,7035,56.583%,https://www.acmicpc.net/problem/13335
16637,Gold III,괄호 추가하기,22392,9563,6996,42.552%,https://www.acmicpc.net/problem/16637
16926,Gold V,배열 돌리기 1,21797,10632,6945,47.136%,https://www.acmicpc.net/problem/16926
17406,Gold IV,배열 돌리기 4,23592,10040,6911,39.614%,https://www.acmicpc.net/problem/17406
24900,Bronze V,한별 찍기,12422,7560,6868,64.277%,https://www.acmicpc.net/problem/24900
11945,Bronze IV,뜨거운 붕어빵,12477,7581,6847,63.632%,https://www.acmicpc.net/problem/11945
10093,Bronze II,숫자,33968,8004,6826,23.394%,https://www.acmicpc.net/problem/10093
24060,Silver III,알고리즘 수업 - 병합 정렬 1,18309,8367,6803,46.053%,https://www.acmicpc.net/problem/24060
1225,Bronze II,이상한 곱셈,21048,7896,6797,38.564%,https://www.acmicpc.net/problem/1225
17256,Bronze IV,달달함이 넘쳐흘러,8978,7086,6780,79.559%,https://www.acmicpc.net/problem/17256
1236,Bronze I,성 지키기,18964,7939,6660,43.667%,https://www.acmicpc.net/problem/1236
2711,Bronze II,오타맨 고창영,10954,7353,6646,68.835%,https://www.acmicpc.net/problem/2711
15953,Bronze III,상금 헌터,21976,7848,6605,37.420%,https://www.acmicpc.net/problem/15953
1913,Silver III,달팽이,20663,8843,6605,44.821%,https://www.acmicpc.net/problem/1913
6359,Bronze II,만취한 상범,10936,7637,6599,71.410%,https://www.acmicpc.net/problem/6359
5598,Bronze II,카이사르 암호,13206,7287,6567,56.311%,https://www.acmicpc.net/problem/5598
2846,Bronze I,오르막길,16607,7959,6546,48.178%,https://www.acmicpc.net/problem/2846
2979,Bronze II,트럭 주차,12284,8332,6495,67.544%,https://www.acmicpc.net/problem/2979
3058,Bronze III,짝수를 찾아라,10015,6990,6469,71.127%,https://www.acmicpc.net/problem/3058
11948,Bronze IV,과목선택,9255,6845,6455,75.332%,https://www.acmicpc.net/problem/11948
1417,Silver V,국회의원 선거,17274,7542,6435,44.771%,https://www.acmicpc.net/problem/1417
5575,Bronze IV,타임 카드,9274,6916,6423,76.439%,https://www.acmicpc.net/problem/5575
2304,Silver II,창고 다각형,19854,8252,6414,41.447%,https://www.acmicpc.net/problem/2304
9295,Bronze IV,주사위,9222,6762,6355,74.432%,https://www.acmicpc.net/problem/9295
2331,Silver IV,반복수열,16960,8398,6342,48.852%,https://www.acmicpc.net/problem/2331
4458,Bronze III,첫 글자를 대문자로,14080,7008,6302,51.728%,https://www.acmicpc.net/problem/4458
17388,Bronze IV,와글와글 숭고한,9942,6872,6283,70.123%,https://www.acmicpc.net/problem/17388
25372,Bronze V,성택이의 은밀한 비밀번호,10113,6705,6274,67.695%,https://www.acmicpc.net/problem/25372
15969,Bronze II,행복,10500,7252,6273,72.339%,https://www.acmicpc.net/problem/15969
21610,Gold V,마법사 상어와 비바라기,17719,9158,6256,49.466%,https://www.acmicpc.net/problem/21610
2491,Silver IV,수열,21647,7621,6230,35.124%,https://www.acmicpc.net/problem/2491
13752,Bronze IV,히스토그램,7825,6656,6226,85.879%,https://www.acmicpc.net/problem/13752
2789,Bronze II,유학 금지,9278,6778,6215,74.619%,https://www.acmicpc.net/problem/2789
10812,Bronze II,바구니 순서 바꾸기,11358,6912,6202,62.665%,https://www.acmicpc.net/problem/10812
4659,Silver V,비밀번호 발음하기,16343,7867,6127,49.026%,https://www.acmicpc.net/problem/4659
1783,Silver III,병든 나이트,16527,7214,6123,43.555%,https://www.acmicpc.net/problem/1783
10984,Bronze III,내 학점을 구해줘,11732,7271,6105,62.654%,https://www.acmicpc.net/problem/10984
1284,Bronze III,집 주소,9669,6643,6105,70.197%,https://www.acmicpc.net/problem/1284
20056,Gold IV,마법사 상어와 파이어볼,24196,9850,6082,36.923%,https://www.acmicpc.net/problem/20056
18405,Gold V,경쟁적 전염,28923,9251,6042,29.673%,https://www.acmicpc.net/problem/18405
19236,Gold II,청소년 상어,14501,9183,5948,65.199%,https://www.acmicpc.net/problem/19236
30802,Bronze III,웰컴 키트,11640,6348,5909,54.824%,https://www.acmicpc.net/problem/30802
2810,Bronze I,컵홀더,12533,6786,5907,54.272%,https://www.acmicpc.net/problem/2810
11098,Bronze II,첼시를 도와줘!,11369,6517,5790,59.562%,https://www.acmicpc.net/problem/11098
